"Regulon"	"Size"	"NES"	"p.value"	"FDR"
"ZSCAN29_E"	"ZSCAN29_E"	430	-4.08647017933178	4.37985750943944e-05	0.000326134551106109
"ZNF571_E"	"ZNF571_E"	136	-4.07397345457313	4.62177518516257e-05	0.000342307948205891
"SFPQ_E"	"SFPQ_E"	544	-4.06688526208826	4.76456867968041e-05	0.000351006788370073
"ZNF300_E"	"ZNF300_E"	283	4.06376361115138	4.82877303430861e-05	0.000352264435545337
"E2F1_AA"	"E2F1_AA"	110	-4.06358320422981	4.832508502066e-05	0.000352264435545337
"ZNF22_E"	"ZNF22_E"	434	4.04979827965585	5.12618011331193e-05	0.000371715154813456
"ZNF585B_E"	"ZNF585B_E"	155	-4.03823114838205	5.385577129695e-05	0.000388490850241019
"ZNF16_E"	"ZNF16_E"	298	-4.02743256941757	5.63892319978804e-05	0.000404658478326758
"ZNF516_E"	"ZNF516_E"	263	-4.02559045178192	5.6832528868561e-05	0.000405737383932768
"ZNF701_E"	"ZNF701_E"	215	-4.02150620113473	5.78271853830722e-05	0.000410721291054128
"PLAG1_E"	"PLAG1_E"	501	-4.01388048996504	5.97285964763865e-05	0.000422061765917323
"ZNF573_E"	"ZNF573_E"	115	-3.9946677791491	6.47850307804117e-05	0.000455468363608478
"MYNN_D"	"MYNN_D"	459	-3.9858403964724	6.72417015556369e-05	0.000470352306336147
"ZNF619_E"	"ZNF619_E"	276	-3.98111188848382	6.85936494074176e-05	0.000477398012207404
"ZNF7_E"	"ZNF7_E"	376	-3.96309869712517	7.39831774508864e-05	0.000512333503847388
"GLI4_E"	"GLI4_E"	997	3.94287268020514	8.05114021131043e-05	0.000554767621525619
"ZNF467_E"	"ZNF467_E"	514	3.9334852254512	8.3722987374959e-05	0.000574041274823358
"ZNF654_E"	"ZNF654_E"	427	-3.91873105616166	8.9016371712045e-05	0.000607328447394987
"ZNF568_E"	"ZNF568_E"	169	3.91375960195411	9.0870106385e-05	0.000615333836494909
"SP110_E"	"SP110_E"	387	3.91320726990462	9.10782934884161e-05	0.000615333836494909
"ZNF417_E"	"ZNF417_E"	120	-3.88725366030891	0.000101384791899222	0.000681640469807879
"IRX1_E"	"IRX1_E"	15	-3.87952024060511	0.000104662692211826	0.000700279365765116
"ZNF615_E"	"ZNF615_E"	192	-3.87320740701818	0.000107412342148952	0.000712889854279443
"TBXT_C"	"TBXT_C"	28	-3.87170172383018	0.000108078159301731	0.000712889854279443
"ZNF140_E"	"ZNF140_E"	670	-3.87167141362798	0.000108091602453923	0.000712889854279443
"ZNF471_E"	"ZNF471_E"	314	-3.86441220927885	0.000111357031242464	0.000730945442041764
"ZNF658_E"	"ZNF658_E"	124	3.84344711567497	0.000121318151397339	0.000792573772100538
"ZNF765_E"	"ZNF765_E"	109	-3.80297736433517	0.000142967423164894	0.000929623854851543
"ZNF714_E"	"ZNF714_E"	164	-3.79543073715792	0.000147387339763976	0.000953885353145356
"MTF1_E"	"MTF1_E"	1331	3.78993808523536	0.000150684839134211	0.000970690707911079
"ZNF248_E"	"ZNF248_E"	389	-3.7838778276564	0.000154403637922774	0.000990041845014086
