"Regulon"	"Size"	"NES"	"p.value"	"FDR"
"MYCL_E"	"MYCL_E"	376	-7.49911570035666	6.42497980223629e-14	6.05346736469201e-13
"ZNF280D_E"	"ZNF280D_E"	635	-7.48989976740347	6.89262314415904e-14	6.45019125314884e-13
"ZBTB26_E"	"ZBTB26_E"	195	-7.48755996558321	7.01658095106198e-14	6.52212390417506e-13
"TSC22D2_E"	"TSC22D2_E"	290	-7.47774077480464	7.56111544234316e-14	6.98142992509685e-13
"GATAD2A_E"	"GATAD2A_E"	955	-7.41984611890863	1.17256487352806e-13	1.07549824492474e-12
"HEYL_E"	"HEYL_E"	365	7.41418113733215	1.22378564490691e-13	1.11509415670794e-12
"GRHL1_E"	"GRHL1_E"	551	-7.40152101156126	1.34633369625125e-13	1.21873997993985e-12
"ADNP2_E"	"ADNP2_E"	271	-7.38254631303674	1.55290487308836e-13	1.39660600599181e-12
"ELMSAN1_E"	"ELMSAN1_E"	197	-7.36753487349194	1.73811977399208e-13	1.55309412063163e-12
"ZNF253_E"	"ZNF253_E"	157	-7.36544326566214	1.76559204108108e-13	1.56752883134442e-12
"ZNF700_E"	"ZNF700_E"	499	-7.32156268944159	2.45099773961823e-13	2.16218590405812e-12
"ZBED6_E"	"ZBED6_E"	283	7.31675626534137	2.54036649312694e-13	2.22684024872203e-12
"ZNF250_E"	"ZNF250_E"	562	-7.2965883894238	2.95155974842801e-13	2.57101273683824e-12
"BARX2_E"	"BARX2_E"	415	-7.27334623283191	3.506899411985e-13	3.03565980349952e-12
"ZNF266_E"	"ZNF266_E"	107	-7.27014600755568	3.59099149139259e-13	3.08914485439673e-12
"ZNF175_D"	"ZNF175_D"	459	-7.24480610288157	4.33058293690618e-13	3.70238109112041e-12
"ZBTB21_E"	"ZBTB21_E"	380	-7.23933871241177	4.50877714206194e-13	3.83107751027962e-12
"ZNF136_E"	"ZNF136_E"	559	-7.21551017351441	5.37321430197117e-13	4.53774500501834e-12
"KAT6A_E"	"KAT6A_E"	526	-7.21247087853561	5.49455841520815e-13	4.61209903337169e-12
"KDM5C_E"	"KDM5C_E"	340	-7.20678726069269	5.72873975814069e-13	4.77970154519569e-12
"ZNF841_E"	"ZNF841_E"	432	-7.20128371619485	5.96482850264041e-13	4.94687872823771e-12
"ZNF236_E"	"ZNF236_E"	355	-7.17959973177111	6.99158062599669e-13	5.76389236131275e-12
"ZBED4_E"	"ZBED4_E"	808	7.17293000264822	7.34093925406204e-13	6.01609518750055e-12
"ZNF277_E"	"ZNF277_E"	776	-7.16761930719041	7.63131552919911e-13	6.21727765172986e-12
"GRHL3_E"	"GRHL3_E"	324	-7.12072558213588	1.0736035956557e-12	8.69556128645117e-12
"THAP5_E"	"THAP5_E"	331	-7.11815048880904	1.09384905012744e-12	8.80802868852615e-12
"ZNF575_E"	"ZNF575_E"	497	7.09965548856077	1.25068263406313e-12	1.00126904518927e-11
"PPP1R13L_E"	"PPP1R13L_E"	603	-7.09860601377636	1.26021500194433e-12	1.00310217108787e-11
"ZNF587_E"	"ZNF587_E"	287	-7.08669831419086	1.37349344666416e-12	1.08702195635992e-11
"ELF4_E"	"ELF4_E"	947	7.06369368107602	1.62133947452338e-12	1.27588362057664e-11
"TFE3_E"	"TFE3_E"	1352	7.06200361867163	1.64118712248475e-12	1.28420574273525e-11
"ZNF614_E"	"ZNF614_E"	190	-7.05966251314297	1.66907472940637e-12	1.29869016866732e-11
"ZNF717_E"	"ZNF717_E"	220	-7.05420240002416	1.73593547557783e-12	1.34316795177391e-11
"ZNF681_E"	"ZNF681_E"	172	-7.04991699087221	1.79024556998377e-12	1.37749450801529e-11
"ZNF514_E"	"ZNF514_E"	143	-7.03902284284297	1.93592634653832e-12	1.48135800550032e-11
"HIF1A_AA"	"HIF1A_AA"	58	-7.0077298255565	2.42215947013895e-12	1.84323673963871e-11
"NRL_E"	"NRL_E"	718	7.00652932607881	2.44302373555964e-12	1.84895512226782e-11
"ZNF417_E"	"ZNF417_E"	120	-6.99345149614179	2.68204615261349e-12	2.01882278335309e-11
"ZNF212_E"	"ZNF212_E"	293	-6.90699234175716	4.95036647581797e-12	3.7060851724367e-11
"ZBTB45_E"	"ZBTB45_E"	654	6.88470790908217	5.7906225301329e-12	4.31183451840541e-11
"ZNF138_E"	"ZNF138_E"	401	-6.87354241408517	6.26268772317085e-12	4.63840775218803e-11
"KAT6B_E"	"KAT6B_E"	470	-6.87158380286187	6.34929735016357e-12	4.6775408670088e-11
"ZNF765_E"	"ZNF765_E"	109	-6.84959975711484	7.40568919972065e-12	5.42692039238788e-11
"ZNF496_E"	"ZNF496_E"	407	-6.845886191799	7.60038856012949e-12	5.54028323988386e-11
"ZBTB41_E"	"ZBTB41_E"	529	-6.8408306309232	7.87353012096846e-12	5.70933990447189e-11
"ZNF37A_E"	"ZNF37A_E"	223	-6.77825482046945	1.21636177709824e-11	8.77427636083888e-11
"ZNF550_E"	"ZNF550_E"	103	-6.76177841748259	1.36308066940196e-11	9.78169288664101e-11
"ZNF322_E"	"ZNF322_E"	756	-6.74469392244958	1.53349948601094e-11	1.0947921588274e-10
"ZNF511_E"	"ZNF511_E"	704	6.74184598494456	1.56386810833515e-11	1.11074734874061e-10
"ZNF611_E"	"ZNF611_E"	216	-6.72675847720359	1.73484341049989e-11	1.22589700180732e-10
"ZNF43_E"	"ZNF43_E"	201	-6.70884799735199	1.96166874297965e-11	1.37914274569889e-10
"E2F4_AA"	"E2F4_AA"	100	-6.69237522540442	2.19576954298116e-11	1.53592970557015e-10
"ZSCAN29_E"	"ZSCAN29_E"	430	-6.5749521967574	4.86688014676352e-11	3.38725075541079e-10
"ZNF561_E"	"ZNF561_E"	412	-6.57257711338321	4.94517612703178e-11	3.42453446796951e-10
"ZNF674_E"	"ZNF674_E"	159	-6.55639903969704	5.51226081511322e-11	3.79824936762777e-10
"ZNF248_E"	"ZNF248_E"	390	-6.53471986647036	6.37287104611873e-11	4.36951801924477e-10
"RREB1_E"	"RREB1_E"	614	-6.52341249340151	6.87255151710919e-11	4.68890830108188e-10
"ZNF234_E"	"ZNF234_E"	204	-6.51887742494539	7.08355078092667e-11	4.80917540763894e-10
"ZNF566_E"	"ZNF566_E"	137	-6.51649072285218	7.19712587133193e-11	4.86244845453401e-10
"ZNF302_E"	"ZNF302_E"	201	-6.5143750720438	7.29929013604024e-11	4.90753244583288e-10
"THAP9_E"	"THAP9_E"	218	-6.50454540726146	7.79286757049135e-11	5.21406839861378e-10
"ZNF761_E"	"ZNF761_E"	232	-6.48463186351238	8.89487010583105e-11	5.92278610412308e-10
"ZNF219_E"	"ZNF219_E"	452	6.48362472260247	8.9544788381582e-11	5.93394889514311e-10
"ZNF230_E"	"ZNF230_E"	84	-6.47993273516366	9.17635183524402e-11	6.05202251991093e-10
"ZNF76_E"	"ZNF76_E"	1203	-6.46209941807003	1.03260217540887e-10	6.77798110398716e-10
"ZNF184_E"	"ZNF184_E"	268	-6.44351907631589	1.16734589558948e-10	7.62629276128033e-10
"ZNF805_E"	"ZNF805_E"	126	-6.4418556321792	1.18021519146343e-10	7.67416920270821e-10
"ZNF737_E"	"ZNF737_E"	134	-6.43650390869848	1.22256688719511e-10	7.91240719049171e-10
"KAT8_E"	"KAT8_E"	583	-6.41040057102016	1.45137784878444e-10	9.34957358403e-10
"ZNF680_E"	"ZNF680_E"	733	-6.3893497774961	1.66592603922229e-10	1.06819794644578e-09
"ZNF180_E"	"ZNF180_E"	308	-6.379751127384	1.77375997934002e-10	1.13210026331149e-09
"ZNF627_E"	"ZNF627_E"	190	-6.37424487049768	1.83866617010435e-10	1.16814341541033e-09
"ZNF780B_E"	"ZNF780B_E"	364	-6.33261674098267	2.41037781027932e-10	1.52437135490268e-09
"ZNF337_E"	"ZNF337_E"	153	-6.31181306480107	2.75785231317345e-10	1.73619338806601e-09
"ZFP92_E"	"ZFP92_E"	156	6.28724754036333	3.23143903347846e-10	2.0251326069537e-09
"ZNF280C_E"	"ZNF280C_E"	353	-6.26642157422861	3.69439314823086e-10	2.30483536499988e-09
"ZNF701_E"	"ZNF701_E"	215	-6.25858819230185	3.8847818765581e-10	2.41274569463362e-09
"MXD1_E"	"MXD1_E"	430	6.24476999220271	4.24424204750451e-10	2.62423001597935e-09
"ZNF677_E"	"ZNF677_E"	120	-6.23800827753496	4.43177212052999e-10	2.72800194974846e-09
"ZNF619_E"	"ZNF619_E"	276	-6.23409944208759	4.5438438733885e-10	2.7846122852403e-09
"ELF2_E"	"ELF2_E"	597	-6.2053062517703	5.45904889843471e-10	3.33074128825202e-09
"ZNF134_E"	"ZNF134_E"	545	-6.18221210959126	6.3209515349202e-10	3.83970082274758e-09
"ZNF211_E"	"ZNF211_E"	172	-6.16913240198941	6.86657132795116e-10	4.15292632716697e-09
"ARNTL2_E"	"ARNTL2_E"	691	6.16525128725251	7.0371297027635e-10	4.23757592970759e-09
"ZNF414_E"	"ZNF414_E"	726	6.16172429359188	7.19570566438818e-10	4.31430837453577e-09
"ZNF45_E"	"ZNF45_E"	288	-6.15688096205013	7.41915709284416e-10	4.42910886792636e-09
"IRX5_E"	"IRX5_E"	91	-6.15219641034516	7.64171566254142e-10	4.54239321571668e-09
"ZNF90_E"	"ZNF90_E"	237	-6.14663214784721	7.91453874430374e-10	4.68445989780371e-09
"GMEB2_E"	"GMEB2_E"	601	-6.12691266283234	8.96006217737119e-10	5.28071749602515e-09
"VEZF1_E"	"VEZF1_E"	889	-6.11814619987859	9.46701933522453e-10	5.55585668613813e-09
"ATF4_AA"	"ATF4_AA"	9	-6.09550430712132	1.0909297496883e-09	6.37526457096326e-09
"ZNF14_E"	"ZNF14_E"	111	-6.08658930217479	1.15341335759623e-09	6.71209033727216e-09
"ZBTB8B_E"	"ZBTB8B_E"	292	-6.06983962868768	1.28038043816125e-09	7.41977785294282e-09
"EPAS1_B"	"EPAS1_B"	40	-6.05682506070301	1.38834431046231e-09	8.01190362495958e-09
"SMARCA1_E"	"SMARCA1_E"	1141	6.04775278028623	1.46880105781744e-09	8.44103512480148e-09
"RFX3_E"	"RFX3_E"	693	6.01400849469373	1.80991019521486e-09	1.03583703321181e-08
"ZNF829_E"	"ZNF829_E"	79	-5.98370843474828	2.18113606009849e-09	1.24315779557054e-08
"ZNF845_E"	"ZNF845_E"	234	-5.97573554004907	2.29054325380312e-09	1.30016492070382e-08
"ZNF771_E"	"ZNF771_E"	390	5.97343169740883	2.32314076333629e-09	1.3132856968248e-08
