"","motif","view","factor","padj"
"3256","ISX","ATAC_all","Factor6",0.0241378098317014
"3257","JDP2","ATAC_all","Factor6",1
"3258","JDP2(var.2)","ATAC_all","Factor6",0.0772969235944709
"3259","KLF13","ATAC_all","Factor6",0.205285923997783
"3260","LHX6","ATAC_all","Factor6",0.313764720136435
"3261","MEF2B","ATAC_all","Factor6",1
"3262","MEOX1","ATAC_all","Factor6",1
"3263","MIXL1","ATAC_all","Factor6",0.309942511084982
"3264","MLX","ATAC_all","Factor6",0.682435099641152
"3265","MLXIPL","ATAC_all","Factor6",0.52716544788888
"3266","MSC","ATAC_all","Factor6",0.978572518810741
"3267","MSX1","ATAC_all","Factor6",1
"3268","MYF6","ATAC_all","Factor6",0.248284687946776
"3269","NEUROD2","ATAC_all","Factor6",1
"3270","NEUROG2","ATAC_all","Factor6",0.449690297618232
"3271","NFIA","ATAC_all","Factor6",1
"3272","NFIX","ATAC_all","Factor6",0.536609779965103
"3273","NHLH1","ATAC_all","Factor6",0.860361572032981
"3274","NKX2-3","ATAC_all","Factor6",0.898251575351888
"3275","NKX2-8","ATAC_all","Factor6",0.250116542873873
"3276","NKX6-1","ATAC_all","Factor6",0.784366274822936
"3277","NKX6-2","ATAC_all","Factor6",0.784366274822936
"3278","OLIG2","ATAC_all","Factor6",1
"3279","PAX4","ATAC_all","Factor6",0.637601223639036
"3280","PAX7","ATAC_all","Factor6",0.162948050987198
"3281","POU4F2","ATAC_all","Factor6",1
"3282","SP4","ATAC_all","Factor6",8.97524114628172e-06
"3283","SPDEF","ATAC_all","Factor6",0.147013510745908
"3284","SPIC","ATAC_all","Factor6",0.00991972586393411
"3285","SRF","ATAC_all","Factor6",0.299738283775792
"3286","TBXT","ATAC_all","Factor6",1
"3287","TBX2","ATAC_all","Factor6",0.799667716635428
"3288","TBX20","ATAC_all","Factor6",0.299738283775792
"3289","TBX21","ATAC_all","Factor6",0.750446409478044
"3290","TFAP4","ATAC_all","Factor6",1
"3291","TFCP2","ATAC_all","Factor6",0.2039367147415
"3292","TFEB","ATAC_all","Factor6",0.45333706658046
"3293","ZBTB7B","ATAC_all","Factor6",1
"3294","ZBTB7C","ATAC_all","Factor6",1
"3295","ZIC1","ATAC_all","Factor6",0.02760275724871
"3296","ZIC3","ATAC_all","Factor6",0.384737584073605
"3297","ZBTB18","ATAC_all","Factor6",0.752536436028728
"3298","LBX2","ATAC_all","Factor6",0.205285923997783
"3299","MEOX2","ATAC_all","Factor6",0.449690297618232
"3300","MNX1","ATAC_all","Factor6",0.900302321836804
"3301","MSX2","ATAC_all","Factor6",1
"3302","NOTO","ATAC_all","Factor6",1
"3303","OTX1","ATAC_all","Factor6",1
"3304","PDX1","ATAC_all","Factor6",1
"3305","PHOX2A","ATAC_all","Factor6",0.23974995647109
"3306","PITX3","ATAC_all","Factor6",0.0557267605668157
"3307","PROP1","ATAC_all","Factor6",0.115364494924509
"3308","PRRX1","ATAC_all","Factor6",0.83496477250436
"3309","RAX2","ATAC_all","Factor6",0.0241378098317014
"3310","RAX","ATAC_all","Factor6",0.101660454498691
"3311","RHOXF1","ATAC_all","Factor6",0.928087969568485
"3312","UNCX","ATAC_all","Factor6",0.167201166626835
"3313","VAX1","ATAC_all","Factor6",1
"3314","VAX2","ATAC_all","Factor6",1
"3315","VENTX","ATAC_all","Factor6",1
"3316","VSX1","ATAC_all","Factor6",0.278569158574274
"3317","VSX2","ATAC_all","Factor6",0.390302872674472
"3318","ESR1","ATAC_all","Factor6",1
"3319","ESRRB","ATAC_all","Factor6",1
"3320","NR2F1","ATAC_all","Factor6",1
"3321","NR3C1","ATAC_all","Factor6",1
"3322","NR3C2","ATAC_all","Factor6",1
"3323","RARA","ATAC_all","Factor6",0.532448256897453
"3324","RARA(var.2)","ATAC_all","Factor6",0.00819244382496172
"3325","BCL6B","ATAC_all","Factor6",0.313764720136435
"3326","EGR2","ATAC_all","Factor6",1
"3327","EGR3","ATAC_all","Factor6",0.0241378098317014
"3328","EGR4","ATAC_all","Factor6",0.000601613374657062
"3329","GLIS1","ATAC_all","Factor6",0.0870514529271924
"3330","GLIS2","ATAC_all","Factor6",0.42731629183198
"3331","GLIS3","ATAC_all","Factor6",0.411415912974632
"3332","HIC2","ATAC_all","Factor6",0.584491355257705
"3333","KLF14","ATAC_all","Factor6",0.000158389308588796
"3334","KLF16","ATAC_all","Factor6",1.43957769605617e-05
"3335","SP8","ATAC_all","Factor6",3.50630442575002e-06
"3336","ZBED1","ATAC_all","Factor6",0.000679971406222511
"3337","ZIC4","ATAC_all","Factor6",0.34016511562822
"3338","ZNF143","ATAC_all","Factor6",0.0659181546268468
"3339","ZNF410","ATAC_all","Factor6",0.365462640374116
"3340","CUX1","ATAC_all","Factor6",0.475340338712575
"3341","CUX2","ATAC_all","Factor6",1
"3342","ONECUT2","ATAC_all","Factor6",0.262192891163591
"3343","ONECUT3","ATAC_all","Factor6",0.830503323813187
"3344","E2F7","ATAC_all","Factor6",0.0683323026801752
"3345","ELK3","ATAC_all","Factor6",3.34661745932238e-05
"3346","ERF","ATAC_all","Factor6",0.00610581153160334
"3347","ERG","ATAC_all","Factor6",1.92801930380457e-05
"3348","ETS1","ATAC_all","Factor6",0.000158389308588796
"3349","ETV2","ATAC_all","Factor6",0.157543878338177
"3350","ETV3","ATAC_all","Factor6",0.00404672339838055
"3351","FEV","ATAC_all","Factor6",0.00420128076311963
"3352","GCM2","ATAC_all","Factor6",0.721804800182342
"3353","LEF1","ATAC_all","Factor6",0.895902818112727
"3354","HSF2","ATAC_all","Factor6",0.34016511562822
"3355","HSF4","ATAC_all","Factor6",0.72407809454068
"3356","IRF7","ATAC_all","Factor6",0.777396440065698
"3357","MEF2D","ATAC_all","Factor6",1
"3358","MEIS1","ATAC_all","Factor6",0.386606472846137
"3359","MEIS2","ATAC_all","Factor6",1
"3360","MEIS3","ATAC_all","Factor6",0.83348190993681
"3361","MYBL1","ATAC_all","Factor6",0.000528044715100954
"3362","MYBL2","ATAC_all","Factor6",0.8742933712061
"3363","NFKB1","ATAC_all","Factor6",0.307196895722083
"3364","NFKB2","ATAC_all","Factor6",1
"3365","PAX1","ATAC_all","Factor6",1
"3366","PAX3","ATAC_all","Factor6",0.317832141921983
"3367","PAX9","ATAC_all","Factor6",1
"3368","PKNOX2","ATAC_all","Factor6",1
"3369","POU1F1","ATAC_all","Factor6",0.876898059760107
"3370","POU2F1","ATAC_all","Factor6",0.96546261601404
"3371","POU3F1","ATAC_all","Factor6",1
"3372","POU3F2","ATAC_all","Factor6",1
"3373","POU3F3","ATAC_all","Factor6",1
"3374","POU3F4","ATAC_all","Factor6",0.101660454498691
"3375","POU4F1","ATAC_all","Factor6",1
"3376","POU4F3","ATAC_all","Factor6",1
"3377","POU5F1B","ATAC_all","Factor6",0.211174700171443
"3378","POU6F2","ATAC_all","Factor6",0.193350173458638
"3379","PROX1","ATAC_all","Factor6",0.986600544272627
"3380","RFX2","ATAC_all","Factor6",0.108019243358871
"3381","SMAD3","ATAC_all","Factor6",1
"3382","TGIF1","ATAC_all","Factor6",1
"3383","TGIF2","ATAC_all","Factor6",0.803096565620524
"3384","RFX4","ATAC_all","Factor6",0.45417986514911
"3385","RFX5","ATAC_all","Factor6",0.185553304133813
"3386","RUNX2","ATAC_all","Factor6",0.752536436028728
"3387","EOMES","ATAC_all","Factor6",1
"3388","MGA","ATAC_all","Factor6",0.210322936611454
"3389","TBR1","ATAC_all","Factor6",1
"3390","TBX15","ATAC_all","Factor6",0.210322936611454
"3391","TBX19","ATAC_all","Factor6",0.156341110156042
"3392","TBX1","ATAC_all","Factor6",0.736670951012471
"3393","TBX4","ATAC_all","Factor6",1
"3394","TBX5","ATAC_all","Factor6",1
"3395","TEAD3","ATAC_all","Factor6",1
"3396","TFAP2A(var.2)","ATAC_all","Factor6",0.00657750251846111
"3397","TFAP2B","ATAC_all","Factor6",0.0870514529271924
"3398","TFAP2B(var.2)","ATAC_all","Factor6",0.0870514529271924
"3399","TFAP2B(var.3)","ATAC_all","Factor6",0.220809355606245
"3400","TFAP2C","ATAC_all","Factor6",0.103823206965726
"3401","TFAP2C(var.3)","ATAC_all","Factor6",0.319874908469939
"3402","BHLHE40","ATAC_all","Factor6",0.181292884420458
"3403","BHLHE23","ATAC_all","Factor6",1
"3404","BHLHE22","ATAC_all","Factor6",0.4031047805927
"3405","CLOCK","ATAC_all","Factor6",0.264898956950265
"3406","FIGLA","ATAC_all","Factor6",1
"3407","HES5","ATAC_all","Factor6",0.0392659005259431
"3408","HES7","ATAC_all","Factor6",0.782075332198822
"3409","HEY1","ATAC_all","Factor6",0.248646381143645
"3410","MAX","ATAC_all","Factor6",0.329506148491656
"3411","MNT","ATAC_all","Factor6",0.989404054469889
"3412","OLIG1","ATAC_all","Factor6",0.675548634534835
"3413","OLIG3","ATAC_all","Factor6",1
"3414","SREBF2(var.2)","ATAC_all","Factor6",0.523300625124519
"3415","ATF7","ATAC_all","Factor6",0.157129734556844
"3416","CEBPB","ATAC_all","Factor6",1
"3417","CEBPE","ATAC_all","Factor6",1
"3418","CEBPG","ATAC_all","Factor6",1
"3419","CREB3L1","ATAC_all","Factor6",0.580339552134832
"3420","NFE2","ATAC_all","Factor6",1
"3421","TEF","ATAC_all","Factor6",1
"3422","XBP1","ATAC_all","Factor6",0.155404475834311
"3423","FOXB1","ATAC_all","Factor6",1
"3424","FOXC1","ATAC_all","Factor6",1
"3425","FOXC2","ATAC_all","Factor6",0.765805177187142
"3426","FOXO4","ATAC_all","Factor6",1
"3427","FOXO6","ATAC_all","Factor6",1
"3428","FOXP3","ATAC_all","Factor6",1
"3429","RXRB","ATAC_all","Factor6",0.58975845452443
"3430","RXRG","ATAC_all","Factor6",0.675548634534835
"3431","TP63","ATAC_all","Factor6",0.219697732232352
"3432","TP53","ATAC_all","Factor6",0.248284687946776
"3433","TP73","ATAC_all","Factor6",1
"3434","GMEB2","ATAC_all","Factor6",0.313396415921688
"3435","MTF1","ATAC_all","Factor6",0.00819244382496172
"3436","E2F1","ATAC_all","Factor6",0.248661977082125
"3437","E2F8","ATAC_all","Factor6",1
"3438","SOX21","ATAC_all","Factor6",0.232010914823833
"3439","TFAP2A(var.3)","ATAC_all","Factor6",0.467197395634369
"3440","ELK1","ATAC_all","Factor6",6.32657370067716e-06
"3441","HOXD12","ATAC_all","Factor6",0.00101538272672831
"3442","BARX1","ATAC_all","Factor6",0.0691830798546348
"3443","BSX","ATAC_all","Factor6",0.257383209404779
"3444","DLX6","ATAC_all","Factor6",1
"3445","DUXA","ATAC_all","Factor6",1
"3446","EMX2","ATAC_all","Factor6",0.718909611276334
"3447","EVX1","ATAC_all","Factor6",0.533292217384085
"3448","EVX2","ATAC_all","Factor6",1
"3449","GBX1","ATAC_all","Factor6",0.678328828577798
"3450","GBX2","ATAC_all","Factor6",0.413965378249562
"3451","GSC2","ATAC_all","Factor6",0.927510236663902
"3452","GSX1","ATAC_all","Factor6",1
"3453","HESX1","ATAC_all","Factor6",0.02760275724871
"3454","HMBOX1","ATAC_all","Factor6",0.170798575226142
"3455","HOXA10","ATAC_all","Factor6",0.17967619328532
"3456","HOXB3","ATAC_all","Factor6",0.928087969568485
"3457","HOXC10","ATAC_all","Factor6",0.628685084769099
"3458","HOXC12","ATAC_all","Factor6",0.969312245370803
"3459","HOXC13","ATAC_all","Factor6",0.910275019532541
"3460","HOXD11","ATAC_all","Factor6",1
"3461","ISL2","ATAC_all","Factor6",1
"3462","FOXK1","ATAC_all","Factor6",1
"3463","GATA2","ATAC_all","Factor6",1
"3464","HIF1A","ATAC_all","Factor6",0.805992374202658
"3465","MYC","ATAC_all","Factor6",0.750446409478044
"3466","MYB","ATAC_all","Factor6",0.211174700171443
"3467","MYCN","ATAC_all","Factor6",1
"3468","NEUROD1","ATAC_all","Factor6",0.00882365114336028
"3469","NFIC","ATAC_all","Factor6",1
"3470","NFYA","ATAC_all","Factor6",0.069013588216397
"3471","NR1H4","ATAC_all","Factor6",1
"3472","NR2F2","ATAC_all","Factor6",0.536578389498915
"3473","PAX5","ATAC_all","Factor6",1
"3474","PBX3","ATAC_all","Factor6",0.615586957069749
"3475","POU5F1","ATAC_all","Factor6",1
"3476","RBPJ","ATAC_all","Factor6",1.39360091841895e-05
"3477","RELB","ATAC_all","Factor6",0.157543878338177
"3478","SIX1","ATAC_all","Factor6",0.653195327431539
"3479","SIX2","ATAC_all","Factor6",1
"3480","SOX10","ATAC_all","Factor6",0.765005092571739
"3481","SOX13","ATAC_all","Factor6",0.0348764198343447
"3482","TEAD2","ATAC_all","Factor6",0.157543878338177
"3483","TFDP1","ATAC_all","Factor6",0.00137843348889254
"3484","ZBTB7A","ATAC_all","Factor6",8.97524114628172e-06
"3485","ZEB1","ATAC_all","Factor6",0.185462708584918
"3486","ZNF24","ATAC_all","Factor6",1
"3487","ZNF384","ATAC_all","Factor6",1
"3488","ZNF282","ATAC_all","Factor6",0.196926135489227
"3489","ZSCAN4","ATAC_all","Factor6",0.324956879065219
"3490","GATA3","ATAC_all","Factor6",1
"3491","FOS::JUN","ATAC_all","Factor6",1
"3492","FOS::JUN(var.2)","ATAC_all","Factor6",0.287316703774518
"3493","FOSB::JUN","ATAC_all","Factor6",0.02760275724871
"3494","FOSL1::JUN","ATAC_all","Factor6",1
"3495","FOSL1::JUN(var.2)","ATAC_all","Factor6",0.0516483306000686
"3496","FOSL2::JUN","ATAC_all","Factor6",1
"3497","FOSL2::JUN(var.2)","ATAC_all","Factor6",0.000716931412882871
"3498","JUN::JUNB","ATAC_all","Factor6",1
"3499","JUN::JUNB(var.2)","ATAC_all","Factor6",0.0377671352286662
"3500","FOS::JUNB","ATAC_all","Factor6",1
"3501","FOSB::JUNB","ATAC_all","Factor6",1
"3502","FOSB::JUNB(var.2)","ATAC_all","Factor6",0.0693971940517346
"3503","FOSL1::JUNB","ATAC_all","Factor6",1
"3504","FOSL2::JUNB","ATAC_all","Factor6",1
"3505","FOSL2::JUNB(var.2)","ATAC_all","Factor6",0.0544408644754764
"3506","FOS::JUND","ATAC_all","Factor6",1
"3507","FOSL1::JUND","ATAC_all","Factor6",1
"3508","FOSL1::JUND(var.2)","ATAC_all","Factor6",0.170798575226142
"3509","FOSL2::JUND","ATAC_all","Factor6",1
"3510","FOSL2::JUND(var.2)","ATAC_all","Factor6",0.211174700171443
"3511","NR1H4::RXRA","ATAC_all","Factor6",0.096247617730045
"3512","NR4A2::RXRA","ATAC_all","Factor6",0.0519954754871877
"3513","PPARA::RXRA","ATAC_all","Factor6",0.765805177187142
"3514","RARA::RXRG","ATAC_all","Factor6",0.200961355369972
"3515","RORB","ATAC_all","Factor6",1
"3516","RORC","ATAC_all","Factor6",1
"3517","SOX15","ATAC_all","Factor6",0.264186208709724
"3518","TFE3","ATAC_all","Factor6",0.29853494479977
"3519","VDR","ATAC_all","Factor6",1
"3520","IRF3","ATAC_all","Factor6",0.70033620006201
"3521","IRF4","ATAC_all","Factor6",0.588352898762334
"3522","IRF5","ATAC_all","Factor6",0.00894455594368007
"3523","TCF7L1","ATAC_all","Factor6",1
"3524","ARGFX","ATAC_all","Factor6",0.47467805131719
"3525","ARNT2","ATAC_all","Factor6",0.979474634056384
"3526","ATF6","ATAC_all","Factor6",0.105799907466886
"3527","ATOH1(var.2)","ATAC_all","Factor6",0.830503323813187
"3528","ATOH7","ATAC_all","Factor6",0.416249906361557
"3529","BACH2","ATAC_all","Factor6",1
"3530","BACH2(var.2)","ATAC_all","Factor6",1
"3531","BARX2","ATAC_all","Factor6",1
"3532","BHLHA15(var.2)","ATAC_all","Factor6",0.271814635472889
"3533","CDX4","ATAC_all","Factor6",0.491531035261467
"3534","CREB3L4","ATAC_all","Factor6",0.453062272815655
"3535","CREB3L4(var.2)","ATAC_all","Factor6",0.205285923997783
"3536","DLX5","ATAC_all","Factor6",1
"3537","DMRTA2","ATAC_all","Factor6",1
"3538","DMRTC2","ATAC_all","Factor6",1
"3539","DPRX","ATAC_all","Factor6",1
"3540","DRGX","ATAC_all","Factor6",0.110379727148296
"3541","ELF2","ATAC_all","Factor6",0.0143370536278869
"3542","ETS2","ATAC_all","Factor6",0.000345244053036497
"3543","FERD3L","ATAC_all","Factor6",0.784366274822936
"3544","FOXE1","ATAC_all","Factor6",0.785765002693105
"3545","FOXN3","ATAC_all","Factor6",1
"3546","GLI3","ATAC_all","Factor6",0.584491355257705
"3547","HES6","ATAC_all","Factor6",1
"3548","HNF4A(var.2)","ATAC_all","Factor6",0.00657750251846111
"3549","HOXA1","ATAC_all","Factor6",1
"3550","HOXA4","ATAC_all","Factor6",1
"3551","HOXA6","ATAC_all","Factor6",0.930586199140964
"3552","HOXA7","ATAC_all","Factor6",1
"3553","HOXB4","ATAC_all","Factor6",1
"3554","HOXB6","ATAC_all","Factor6",1
"3555","HOXB7","ATAC_all","Factor6",1
"3556","HOXB8","ATAC_all","Factor6",1
"3557","HOXB9","ATAC_all","Factor6",0.161124494211894
"3558","HOXC4","ATAC_all","Factor6",1
"3559","HOXC8","ATAC_all","Factor6",1
"3560","HOXD10","ATAC_all","Factor6",0.0715799181828688
"3561","HOXD4","ATAC_all","Factor6",1
"3562","IKZF1","ATAC_all","Factor6",1
"3563","IRF6","ATAC_all","Factor6",0.893660289653709
"3564","KLF10","ATAC_all","Factor6",0.0475056481938243
"3565","KLF11","ATAC_all","Factor6",0.00743965817713836
"3566","KLF15","ATAC_all","Factor6",6.15918570050721e-12
"3567","KLF17","ATAC_all","Factor6",0.0534136855786061
"3568","KLF2","ATAC_all","Factor6",8.97524114628172e-06
"3569","KLF3","ATAC_all","Factor6",0.00766216217989627
"3570","KLF6","ATAC_all","Factor6",0.0656445606465259
"3571","LHX1","ATAC_all","Factor6",1
"3572","LHX5","ATAC_all","Factor6",1
"3573","MAF","ATAC_all","Factor6",0.898251575351888
"3574","MAFA","ATAC_all","Factor6",0.642595652972204
"3575","MAZ","ATAC_all","Factor6",8.97524114628172e-06
"3576","MSANTD3","ATAC_all","Factor6",0.0116436774754211
"3577","MSGN1","ATAC_all","Factor6",1
"3578","NFATC4","ATAC_all","Factor6",0.0532509237051714
"3579","NFIC(var.2)","ATAC_all","Factor6",1
"3580","NFIX(var.2)","ATAC_all","Factor6",0.933559533171499
"3581","NHLH2","ATAC_all","Factor6",0.000198651635818867
"3582","NKX6-3","ATAC_all","Factor6",0.157543878338177
"3583","NR1D1","ATAC_all","Factor6",1
"3584","NR1D2","ATAC_all","Factor6",0.750446409478044
"3585","NR1I2","ATAC_all","Factor6",0.0870514529271924
"3586","NR1I3","ATAC_all","Factor6",0.496453375812681
"3587","NR2C1","ATAC_all","Factor6",0.278453465796284
"3588","NR2C2(var.2)","ATAC_all","Factor6",0.248284687946776
"3589","NR2F1(var.2)","ATAC_all","Factor6",0.539400353754236
"3590","NR2F1(var.3)","ATAC_all","Factor6",0.0244903605383402
"3591","NR2F6(var.3)","ATAC_all","Factor6",0.47467805131719
"3592","NR5A1","ATAC_all","Factor6",0.105799907466886
"3593","NR6A1","ATAC_all","Factor6",0.642595652972204
"3594","OSR1","ATAC_all","Factor6",0.96546261601404
"3595","OVOL1","ATAC_all","Factor6",0.38809349378146
"3596","OVOL2","ATAC_all","Factor6",0.383381810630199
"3597","PAX3(var.2)","ATAC_all","Factor6",0.868856456993627
"3598","PITX2","ATAC_all","Factor6",1
"3599","PLAGL2","ATAC_all","Factor6",0.260811764185912
"3600","POU6F1(var.2)","ATAC_all","Factor6",0.860361572032981
"3601","PPARD","ATAC_all","Factor6",1
"3602","RARB(var.3)","ATAC_all","Factor6",1
"3603","RARG(var.3)","ATAC_all","Factor6",0.807424669975538
"3604","RFX7","ATAC_all","Factor6",1
"3605","RXRB(var.2)","ATAC_all","Factor6",0.219697732232352
"3606","RXRG(var.2)","ATAC_all","Factor6",0.604572038980744
"3607","SMAD5","ATAC_all","Factor6",0.348976255965057
"3608","SNAI1","ATAC_all","Factor6",0.214934459567896
"3609","SNAI3","ATAC_all","Factor6",0.264151895706605
"3610","SOHLH2","ATAC_all","Factor6",0.113035677643505
"3611","SOX12","ATAC_all","Factor6",1
"3612","SOX14","ATAC_all","Factor6",0.165588999051911
"3613","SOX18","ATAC_all","Factor6",0.899893360290407
"3614","SP9","ATAC_all","Factor6",5.09088361609672e-10
"3615","TBX18","ATAC_all","Factor6",0.718909611276334
"3616","TBX3","ATAC_all","Factor6",0.72407809454068
"3617","TBX6","ATAC_all","Factor6",0.560388745520929
"3618","TCF21(var.2)","ATAC_all","Factor6",1
"3619","TFAP2E","ATAC_all","Factor6",0.281656818179561
"3620","TFAP4(var.2)","ATAC_all","Factor6",1
"3621","TGIF2LX","ATAC_all","Factor6",1
"3622","TGIF2LY","ATAC_all","Factor6",1
"3623","THAP11","ATAC_all","Factor6",0.0691009702796926
"3624","THRB","ATAC_all","Factor6",0.70033620006201
"3625","THRB(var.2)","ATAC_all","Factor6",0.607424738091752
"3626","THRB(var.3)","ATAC_all","Factor6",0.115364494924509
"3627","TLX2","ATAC_all","Factor6",0.330649794095065
"3628","VEZF1","ATAC_all","Factor6",7.07454902079933e-05
"3629","ZBTB26","ATAC_all","Factor6",0.264898956950265
"3630","ZBTB32","ATAC_all","Factor6",1
"3631","ZBTB6","ATAC_all","Factor6",0.0509327133501386
"3632","ZFP57","ATAC_all","Factor6",0.394340685805836
"3633","ZIC5","ATAC_all","Factor6",0.784366274822936
"3634","ZKSCAN1","ATAC_all","Factor6",0.580339552134832
"3635","ZNF135","ATAC_all","Factor6",1
"3636","ZNF136","ATAC_all","Factor6",0.0761851389838169
"3637","ZNF140","ATAC_all","Factor6",1
"3638","ZNF274","ATAC_all","Factor6",0.0510809137525748
"3639","ZNF317","ATAC_all","Factor6",1
"3640","ZNF382","ATAC_all","Factor6",0.940142307441565
"3641","ZNF460","ATAC_all","Factor6",0.8742933712061
"3642","ZNF528","ATAC_all","Factor6",0.0873206067880937
"3643","ZNF682","ATAC_all","Factor6",0.0143370536278869
"3644","ZNF684","ATAC_all","Factor6",0.198755971763647
"3645","ZNF75D","ATAC_all","Factor6",0.0194666152933239
"3646","ZSCAN29","ATAC_all","Factor6",0.342240294842113
"3647","ASCL1","ATAC_all","Factor6",1
"3648","ATF3","ATAC_all","Factor6",0.413965378249562
"3649","BARHL1","ATAC_all","Factor6",0.299738283775792
"3650","BATF::JUN","ATAC_all","Factor6",1
"3651","BCL6","ATAC_all","Factor6",1
"3652","CDX1","ATAC_all","Factor6",0.348976255965057
"3653","E2F2","ATAC_all","Factor6",0.399979017749821
"3654","E2F3","ATAC_all","Factor6",0.041291576722808
"3655","E2F4","ATAC_all","Factor6",0.29853494479977
"3656","EMX1","ATAC_all","Factor6",0.561205291590598
"3657","FOXD2","ATAC_all","Factor6",0.910275019532541
"3658","GATA5","ATAC_all","Factor6",1
"3659","GFI1","ATAC_all","Factor6",0.575401435717953
"3660","GLI2","ATAC_all","Factor6",0.584491355257705
"3661","GSX2","ATAC_all","Factor6",1
"3662","HES1","ATAC_all","Factor6",0.682435099641152
"3663","HES2","ATAC_all","Factor6",0.0659181546268468
"3664","HOXA13","ATAC_all","Factor6",0.637955481328973
"3665","HOXA2","ATAC_all","Factor6",1
"3666","HOXA5","ATAC_all","Factor6",1
"3667","HOXA9","ATAC_all","Factor6",0.00103387072542377
"3668","HOXB2","ATAC_all","Factor6",1
"3669","HOXB5","ATAC_all","Factor6",1
"3670","HOXC9","ATAC_all","Factor6",0.103994608578215
"3671","HOXD13","ATAC_all","Factor6",0.00121260420580713
"3672","HOXD3","ATAC_all","Factor6",1
"3673","HOXD8","ATAC_all","Factor6",1
"3674","HOXD9","ATAC_all","Factor6",0.8742933712061
"3675","JUNB(var.2)","ATAC_all","Factor6",0.449206843327382
"3676","LHX9","ATAC_all","Factor6",0.337707705204153
"3677","LMX1A","ATAC_all","Factor6",1
"3678","LMX1B","ATAC_all","Factor6",0.910275019532541
"3679","NEUROG1","ATAC_all","Factor6",1
"3680","NRL","ATAC_all","Factor6",0.928540194471566
"3681","PITX1","ATAC_all","Factor6",1
"3682","PRRX2","ATAC_all","Factor6",0.337707705204153
"3683","SOX4","ATAC_all","Factor6",1
"3684","SOX8","ATAC_all","Factor6",0.00101538272672831
"3685","SP1","ATAC_all","Factor6",0.000532494343227387
"3686","SP2","ATAC_all","Factor6",6.69815587716486e-09
"3687","SP3","ATAC_all","Factor6",7.69156528098431e-07
"3688","TCFL5","ATAC_all","Factor6",0.0534136855786061
"3689","TFEC","ATAC_all","Factor6",0.246495315168461
"3690","ZNF740","ATAC_all","Factor6",0.00203587769653986
"3691","ASCL1(var.2)","ATAC_all","Factor6",0.0893807155127238
"3692","ATF2","ATAC_all","Factor6",1
"3693","BACH1","ATAC_all","Factor6",1
"3694","BATF","ATAC_all","Factor6",1
"3695","BHLHE22(var.2)","ATAC_all","Factor6",0.930895549186465
"3696","CEBPG(var.2)","ATAC_all","Factor6",1
"3697","EBF3","ATAC_all","Factor6",0.684729030890604
"3698","HAND2","ATAC_all","Factor6",1
"3699","MEIS1(var.2)","ATAC_all","Factor6",1
"3700","MEIS2(var.2)","ATAC_all","Factor6",1
"3701","MYF5","ATAC_all","Factor6",0.272236947693237
"3702","NEUROG2(var.2)","ATAC_all","Factor6",0.00149973140603442
"3703","NFIB","ATAC_all","Factor6",0.299738283775792
"3704","NFYC","ATAC_all","Factor6",0.178505662457539
"3705","NKX2-2","ATAC_all","Factor6",1
"3706","OSR2","ATAC_all","Factor6",0.580708458989461
"3707","PRDM4","ATAC_all","Factor6",0.134475474692318
"3708","TCF12(var.2)","ATAC_all","Factor6",0.0241378098317014
"3709","ZBTB12","ATAC_all","Factor6",0.813674837302253
"3710","ZBTB14","ATAC_all","Factor6",0.348771094604817
"3711","ZFP42","ATAC_all","Factor6",0.00894455594368007
"3712","ZKSCAN5","ATAC_all","Factor6",0.00894455594368007
"3713","ZNF148","ATAC_all","Factor6",1.73095308127192e-07
"3714","ZNF16","ATAC_all","Factor6",0.00930577105202745
"3715","ZNF341","ATAC_all","Factor6",0.289244006977003
"3716","ZNF449","ATAC_all","Factor6",0.214934459567896
"3717","ZNF652","ATAC_all","Factor6",1
"3718","FOXA3","ATAC_all","Factor6",1
"3719","ATF4","ATAC_all","Factor6",1
"3720","BATF3","ATAC_all","Factor6",1
"3721","CDX2","ATAC_all","Factor6",0.0392659005259431
"3722","CEBPA","ATAC_all","Factor6",1
"3723","CEBPD","ATAC_all","Factor6",1
"3724","CREB1","ATAC_all","Factor6",0.307238903045123
"3725","CTCFL","ATAC_all","Factor6",0.00010942688189029
"3726","E2F6","ATAC_all","Factor6",0.0835946964043695
"3727","EBF1","ATAC_all","Factor6",0.0244903605383402
"3728","EGR1","ATAC_all","Factor6",0.000820448451963948
"3729","EHF","ATAC_all","Factor6",0.0715799181828688
"3730","ELF1","ATAC_all","Factor6",0.0257465010805028
"3731","ELF3","ATAC_all","Factor6",0.110187441432778
"3732","ESRRA","ATAC_all","Factor6",0.642595652972204
"3733","ETV1","ATAC_all","Factor6",0.241892438792293
"3734","ETV4","ATAC_all","Factor6",0.299403049008627
"3735","ETV5","ATAC_all","Factor6",1.50085525731696e-06
"3736","FOSL1","ATAC_all","Factor6",1
"3737","FOXA1","ATAC_all","Factor6",1
"3738","FOXA2","ATAC_all","Factor6",1
"3739","FOXK2","ATAC_all","Factor6",1
"3740","FOXP1","ATAC_all","Factor6",1
"3741","GABPA","ATAC_all","Factor6",0.157129734556844
"3742","GATA1","ATAC_all","Factor6",1
"3743","GATA4","ATAC_all","Factor6",1
"3744","GATA6","ATAC_all","Factor6",1
"3745","GRHL2","ATAC_all","Factor6",0.977130753871631
"3746","HLF","ATAC_all","Factor6",1
