,id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin
618,CPI-SS02075E033,LRP5_DKK1,simple:O75197,simple:O94907,LRP5,DKK1,True,True,False,user_curated,False
619,CPI-SS0D68CB038,LRP6_DKK1,simple:O75581,simple:O94907,LRP6,DKK1,True,True,False,user_curated,False
620,CPI-SS05E001125,LGR5_RSPO4,simple:O75473,simple:Q2I0M5,LGR5,RSPO4,True,True,False,user_curated,False
621,CPI-SS0FC0CA5ED,LGR5_RSPO2,simple:O75473,simple:Q6UXX9,LGR5,RSPO2,True,True,False,user_curated,False
622,CPI-SS0DCA749B0,LGR5_RSPO3,simple:O75473,simple:Q9BXY4,LGR5,RSPO3,True,True,False,user_curated,False
623,CPI-SS0A874F65F,LGR4_RSPO3,simple:Q9BXB1,simple:Q9BXY4,LGR4,RSPO3,True,True,False,user_curated,False
624,CPI-SS09C52F54E,LGALS9_SORL1,simple:O00182,simple:Q92673,LGALS9,SORL1,True,False,True,InnateDB-All,False
625,CPI-SS07ACDDCD6,APP_SORL1,simple:P05067,simple:Q92673,APP,SORL1,True,False,True,user_curated,False
626,CPI-SS083CBFACD,MDK_SORL1,simple:P21741,simple:Q92673,MDK,SORL1,True,False,True,InnateDB-All,False
627,CPI-SS0D3C90DDA,WISP3_SORL1,simple:O95389,simple:Q92673,WISP3,SORL1,True,False,True,InnateDB-All,False
628,CPI-SS002DF6C31,LGALS9_SLC1A5,simple:O00182,simple:Q15758,LGALS9,SLC1A5,True,False,True,"I2D,InnateDB-All",False
629,CPI-SS0CE693E3E,LGALS9_P4HB,simple:O00182,simple:P07237,LGALS9,P4HB,True,False,False,user_curated,False
630,CPI-SS0BC7CD11B,LGALS9_MET,simple:O00182,simple:P08581,LGALS9,MET,True,False,True,InnateDB-All,False
631,CPI-SS0419B80C4,LGALS9_LRP1,simple:O00182,simple:Q07954,LGALS9,LRP1,True,False,True,InnateDB-All,False
632,CPI-SS006C6537E,MDK_LRP1,simple:P21741,simple:Q07954,MDK,LRP1,True,False,True,"I2D,InnateDB-All",False
633,CPI-SS02928C71A,PDGFB_LRP1,simple:P01127,simple:Q07954,PDGFB,LRP1,True,False,True,"I2D,InnateDB-All",False
634,CPI-SS0984C2931,WNT3A_LRP1,simple:P56704,simple:Q07954,WNT3A,LRP1,True,False,True,I2D,False
635,CPI-SS014958F32,LGALS9_CD47,simple:O00182,simple:Q08722,LGALS9,CD47,True,False,True,InnateDB-All,False
636,CPI-SS0B3FAD535,SIRPB1_CD47,simple:O00241,simple:Q08722,SIRPB1,CD47,False,True,True,user_curated,False
637,CPI-SS0339AE950,SIRPA_CD47,simple:P78324,simple:Q08722,SIRPA,CD47,False,True,True,user_curated,False
638,CPI-SS0BD9F32BA,LGALS9_DAG1,simple:O00182,simple:Q14118,LGALS9,DAG1,True,False,True,InnateDB-All,False
639,CPI-SS0F8EFEECF,TNF_DAG1,simple:P01375,simple:Q14118,TNF,DAG1,True,False,True,InnateDB-All,False
640,CPI-SS0A9FB762A,LGALS9_PTPRK,simple:O00182,simple:Q15262,LGALS9,PTPRK,True,False,True,InnateDB-All,False
641,CPI-SS0472C478C,BMP7_PTPRK,simple:P18075,simple:Q15262,BMP7,PTPRK,True,False,True,InnateDB-All,False
642,CPI-SS0CB863B46,WNT5A_PTPRK,simple:P41221,simple:Q15262,WNT5A,PTPRK,True,False,True,InnateDB-All,False
643,CPI-SS08877A081,LGALS9_COLEC12,simple:O00182,simple:Q5KU26,LGALS9,COLEC12,True,False,True,InnateDB-All,False
644,CPI-SS0E23CEB91,LGALS9_HAVCR2,simple:O00182,simple:Q8TDQ0,LGALS9,HAVCR2,True,False,True,user_curated,False
645,CPI-CS0706E3D9E,GALR1_GALP,complex:GALR1,simple:Q9UBC7,,GALP,True,True,False,user_curated,False
646,CPI-CS015084945,GALR2_GALP,complex:GALR2,simple:Q9UBC7,,GALP,True,True,False,user_curated,False
647,CPI-CS07EFD6AA8,GALR3_GALP,complex:GALR3,simple:Q9UBC7,,GALP,True,True,False,user_curated,False
648,CPI-SS0D03910A0,GALR2_GALP,simple:O43603,simple:Q9UBC7,GALR2,GALP,True,True,False,user_curated,False
649,CPI-SS077BE3EE1,GALR2_SPX,simple:O43603,simple:Q9BT56,GALR2,SPX,True,True,False,user_curated,False
650,CPI-SS0DE86ADBF,GALR3_SPX,simple:O60755,simple:Q9BT56,GALR3,SPX,True,True,False,user_curated,False
651,CPI-SS039B531DA,EPHA2_EFNB1,simple:P29317,simple:P98172,EPHA2,EFNB1,False,True,False,user_curated,False
652,CPI-SS0DC4D593E,EPHB6_EFNB1,simple:O15197,simple:P98172,EPHB6,EFNB1,True,True,False,user_curated,False
653,CPI-SS0111AAD26,EPHB2_EFNB1,simple:P29323,simple:P98172,EPHB2,EFNB1,False,True,False,user_curated,False
654,CPI-SS0FF55B42C,EPHB3_EFNB1,simple:P54753,simple:P98172,EPHB3,EFNB1,False,True,False,user_curated,False
655,CPI-SS0F21D6CA0,EPHB4_EFNB1,simple:P54760,simple:P98172,EPHB4,EFNB1,False,True,False,user_curated,False
656,CPI-SS0470AF83E,EPHB1_EFNB1,simple:P54762,simple:P98172,EPHB1,EFNB1,False,True,False,user_curated,False
657,CPI-SS00046DCF3,EPHA4_EFNB1,simple:P54764,simple:P98172,EPHA4,EFNB1,False,True,False,user_curated,False
658,CPI-SS02AFCED82,EPHA2_EFNA5,simple:P29317,simple:P52803,EPHA2,EFNA5,False,True,False,user_curated,False
659,CPI-SS0586F2596,EPHB2_EFNA5,simple:P29323,simple:P52803,EPHB2,EFNA5,False,True,False,user_curated,False
660,CPI-SS03A2EFDD5,EPHA1_EFNA5,simple:P21709,simple:P52803,EPHA1,EFNA5,False,True,False,user_curated,False
661,CPI-SS0BEAB521F,EPHA3_EFNA5,simple:P29320,simple:P52803,EPHA3,EFNA5,True,True,False,user_curated,False
662,CPI-SS012CCE326,EPHA8_EFNA5,simple:P29322,simple:P52803,EPHA8,EFNA5,False,True,False,user_curated,False
663,CPI-SS07BECB892,EPHA2_EFNA3,simple:P29317,simple:P52797,EPHA2,EFNA3,False,True,False,user_curated,False
664,CPI-SS01A8F745A,EPHA1_EFNA3,simple:P21709,simple:P52797,EPHA1,EFNA3,False,True,False,user_curated,False
665,CPI-SS0AB0604B5,EPHA3_EFNA3,simple:P29320,simple:P52797,EPHA3,EFNA3,True,True,False,user_curated,False
666,CPI-SS0DF162C10,EPHA8_EFNA3,simple:P29322,simple:P52797,EPHA8,EFNA3,False,True,False,user_curated,False
667,CPI-SS09F973C1A,EPHA2_EFNA4,simple:P29317,simple:P52798,EPHA2,EFNA4,True,True,False,user_curated,False
668,CPI-SS05E6D620E,EPHA1_EFNA4,simple:P21709,simple:P52798,EPHA1,EFNA4,True,True,False,user_curated,False
669,CPI-SS041888D39,EPHA3_EFNA4,simple:P29320,simple:P52798,EPHA3,EFNA4,True,True,False,user_curated,False
670,CPI-SS02B285B4D,EPHA8_EFNA4,simple:P29322,simple:P52798,EPHA8,EFNA4,True,True,False,user_curated,False
671,CPI-SS09C06644C,CADM3_CADM1,simple:Q8N126,simple:Q9BY67,CADM3,CADM1,False,False,False,user_curated,False
672,CPI-SS0889E281D,CADM1_CADM1,simple:Q9BY67,simple:Q9BY67,CADM1,CADM1,False,False,False,user_curated,False
673,CPI-SS084CF515F,CEACAM4_CADM1,simple:O75871,simple:Q9BY67,CEACAM4,CADM1,False,False,False,user_curated,False
674,CPI-SS084CF515F,CEAM4_CADM1,simple:O75871,simple:Q9BY67,CEACAM4,CADM1,False,False,False,user_curated,False
675,CPI-SS0C9696AAA,CRTAM_CADM1,simple:O95727,simple:Q9BY67,CRTAM,CADM1,False,False,False,user_curated,False
676,CPI-SS09A014853,CD8A_CADM1,simple:P01732,simple:Q9BY67,CD8A,CADM1,True,True,False,user_curated,False
677,CPI-SS02D18D12B,CADM3_CADM4,simple:Q8N126,simple:Q8NFZ8,CADM3,CADM4,False,False,False,user_curated,False
678,CPI-SS0B3829651,CADM3_EPB41L1,simple:Q8N126,simple:Q9H4G0,CADM3,EPB41L1,False,False,False,user_curated,False
679,CPI-SS00661A3A4,NECTIN1_CADM3,simple:Q15223,simple:Q8N126,NECTIN1,CADM3,True,True,False,user_curated,False
680,CPI-SS01E0F2D2C,NECTIN1_NECTIN4,simple:Q15223,simple:Q96NY8,NECTIN1,NECTIN4,True,True,True,user_curated,False
681,CPI-SS0A5DF05C0,TIGIT_NECTIN2,simple:Q495A1,simple:Q92692,TIGIT,NECTIN2,False,False,True,user_curated,False
682,CPI-SS06207F70E,CD226_NECTIN2,simple:Q15762,simple:Q92692,CD226,NECTIN2,False,True,True,user_curated,False
683,CPI-SC0C728A74E,HTR3E_SerotoninDopamin_byDDC,simple:A5X5Y0,complex:SerotoninDopamin_byDDC,HTR3E,,True,True,False,user_curated,False
684,CPI-SC05FB58376,HTR3B_SerotoninDopamin_byDDC,simple:O95264,complex:SerotoninDopamin_byDDC,HTR3B,,True,True,False,user_curated,False
685,CPI-SC07863BB7C,DRD2_SerotoninDopamin_byDDC,simple:P14416,complex:SerotoninDopamin_byDDC,DRD2,,True,True,False,user_curated,False
686,CPI-SC021FEB927,DRD1_SerotoninDopamin_byDDC,simple:P21728,complex:SerotoninDopamin_byDDC,DRD1,,True,True,False,user_curated,False
687,CPI-SC0162A6735,DRD4_SerotoninDopamin_byDDC,simple:P21917,complex:SerotoninDopamin_byDDC,DRD4,,True,True,False,user_curated,False
688,CPI-SC0F331780F,DRD5_SerotoninDopamin_byDDC,simple:P21918,complex:SerotoninDopamin_byDDC,DRD5,,True,True,False,user_curated,False
689,CPI-SC0463F13C5,HTR1D_SerotoninDopamin_byDDC,simple:P28221,complex:SerotoninDopamin_byDDC,HTR1D,,True,True,False,user_curated,False
690,CPI-SC0FB8A462A,HTR1B_SerotoninDopamin_byDDC,simple:P28222,complex:SerotoninDopamin_byDDC,HTR1B,,True,True,False,user_curated,False
691,CPI-SC02040C23F,HTR2A_SerotoninDopamin_byDDC,simple:P28223,complex:SerotoninDopamin_byDDC,HTR2A,,True,True,False,user_curated,False
692,CPI-SC0AA0837A0,HTR2C_SerotoninDopamin_byDDC,simple:P28335,complex:SerotoninDopamin_byDDC,HTR2C,,True,True,False,user_curated,False
693,CPI-SC09B2EC927,HTR1E_SerotoninDopamin_byDDC,simple:P28566,complex:SerotoninDopamin_byDDC,HTR1E,,True,True,False,user_curated,False
694,CPI-SC083C897C9,HTR1F_SerotoninDopamin_byDDC,simple:P30939,complex:SerotoninDopamin_byDDC,HTR1F,,True,True,False,user_curated,False
695,CPI-SC09512F4D8,HTR7_SerotoninDopamin_byDDC,simple:P34969,complex:SerotoninDopamin_byDDC,HTR7,,True,True,False,user_curated,False
696,CPI-SC0632EC968,DRD3_SerotoninDopamin_byDDC,simple:P35462,complex:SerotoninDopamin_byDDC,DRD3,,True,True,False,user_curated,False
697,CPI-SC081518F41,HTR2B_SerotoninDopamin_byDDC,simple:P41595,complex:SerotoninDopamin_byDDC,HTR2B,,True,True,False,user_curated,False
698,CPI-SC0A8AF8ECB,HTR3A_SerotoninDopamin_byDDC,simple:P46098,complex:SerotoninDopamin_byDDC,HTR3A,,True,True,False,user_curated,False
699,CPI-SC043575EF7,HTR5A_SerotoninDopamin_byDDC,simple:P47898,complex:SerotoninDopamin_byDDC,HTR5A,,True,True,False,user_curated,False
700,CPI-SC09ABB671B,HTR6_SerotoninDopamin_byDDC,simple:P50406,complex:SerotoninDopamin_byDDC,HTR6,,True,True,False,user_curated,False
701,CPI-SC08FDE0757,HTR4_SerotoninDopamin_byDDC,simple:Q13639,complex:SerotoninDopamin_byDDC,HTR4,,True,True,False,user_curated,False
702,CPI-SC0123E9468,HTR3D_SerotoninDopamin_byDDC,simple:Q70Z44,complex:SerotoninDopamin_byDDC,HTR3D,,True,True,False,user_curated,False
703,CPI-SC05E87F29C,HTR3C_SerotoninDopamin_byDDC,simple:Q8WXA8,complex:SerotoninDopamin_byDDC,HTR3C,,True,True,False,user_curated,False
704,CPI-SC01C699B73,COL6A6_a10b1 complex,simple:A6NMZ7,complex:a10b1 complex,COL6A6,,True,False,False,curated,True
705,CPI-SC00A0B0892,COL6A5_a10b1 complex,simple:A8TX70,complex:a10b1 complex,COL6A5,,True,False,False,curated,True
706,CPI-SC07ECBFCA7,COL1A1_a10b1 complex,simple:P02452,complex:a10b1 complex,COL1A1,,True,False,False,curated,True
707,CPI-SC0DA298BEC,COL2A1_a10b1 complex,simple:P02458,complex:a10b1 complex,COL2A1,,True,False,False,curated,True
708,CPI-SC067433F6B,COL3A1_a10b1 complex,simple:P02461,complex:a10b1 complex,COL3A1,,True,False,False,curated,True
709,CPI-SC0B6F1A278,COL4A1_a10b1 complex,simple:P02462,complex:a10b1 complex,COL4A1,,True,False,False,curated,True
710,CPI-SC0D19BAF15,FN1_a10b1 complex,simple:P02751,complex:a10b1 complex,FN1,,True,False,False,curated,True
711,CPI-SC0F516B854,COL5A2_a10b1 complex,simple:P05997,complex:a10b1 complex,COL5A2,,True,False,False,curated,True
712,CPI-SC011F01833,COL1A2_a10b1 complex,simple:P08123,complex:a10b1 complex,COL1A2,,True,False,False,curated,True
713,CPI-SC0FA79E269,COL4A2_a10b1 complex,simple:P08572,complex:a10b1 complex,COL4A2,,True,False,False,curated,True
714,CPI-SC04936738A,COL11A1_a10b1 complex,simple:P12107,complex:a10b1 complex,COL11A1,,True,False,False,curated,True
715,CPI-SC02B111AB0,COL6A1_a10b1 complex,simple:P12109,complex:a10b1 complex,COL6A1,,True,False,False,curated,True
716,CPI-SC0CE851065,COL6A2_a10b1 complex,simple:P12110,complex:a10b1 complex,COL6A2,,True,False,False,curated,True
717,CPI-SC07375C073,COL6A3_a10b1 complex,simple:P12111,complex:a10b1 complex,COL6A3,,True,False,False,curated,True
718,CPI-SC0D6C777F2,COL11A2_a10b1 complex,simple:P13942,complex:a10b1 complex,COL11A2,,True,False,False,curated,True
719,CPI-SC0F74C069F,COL9A1_a10b1 complex,simple:P20849,complex:a10b1 complex,COL9A1,,True,False,False,curated,True
720,CPI-SC041DEF0FB,COL5A1_a10b1 complex,simple:P20908,complex:a10b1 complex,COL5A1,,True,False,False,curated,True
721,CPI-SC0C907A888,COL8A2_a10b1 complex,simple:P25067,complex:a10b1 complex,COL8A2,,True,False,False,curated,True
722,CPI-SC08B1D5269,COL5A3_a10b1 complex,simple:P25940,complex:a10b1 complex,COL5A3,,True,False,False,curated,True
723,CPI-SC0F8101D41,COL8A1_a10b1 complex,simple:P27658,complex:a10b1 complex,COL8A1,,True,False,False,curated,True
724,CPI-SC087556B01,COL4A5_a10b1 complex,simple:P29400,complex:a10b1 complex,COL4A5,,True,False,False,curated,True
725,CPI-SC08E75294D,COL15A1_a10b1 complex,simple:P39059,complex:a10b1 complex,COL15A1,,True,False,False,curated,True
726,CPI-SC0017F527E,COL18A1_a10b1 complex,simple:P39060,complex:a10b1 complex,COL18A1,,True,False,False,curated,True
727,CPI-SC00C0800EB,COL4A4_a10b1 complex,simple:P53420,complex:a10b1 complex,COL4A4,,True,False,False,curated,True
728,CPI-SC0A3F146C2,COL4A3_a10b1 complex,simple:Q01955,complex:a10b1 complex,COL4A3,,True,False,False,curated,True
729,CPI-SC008F4294F,COL7A1_a10b1 complex,simple:Q02388,complex:a10b1 complex,COL7A1,,True,False,False,curated,True
730,CPI-SC0A199B69E,COL10A1_a10b1 complex,simple:Q03692,complex:a10b1 complex,COL10A1,,True,False,False,curated,True
731,CPI-SC015980AEB,COL14A1_a10b1 complex,simple:Q05707,complex:a10b1 complex,COL14A1,,True,False,False,curated,True
732,CPI-SC0F94B2CF9,COL16A1_a10b1 complex,simple:Q07092,complex:a10b1 complex,COL16A1,,True,False,False,curated,True
733,CPI-SC05565E8CE,COL4A6_a10b1 complex,simple:Q14031,complex:a10b1 complex,COL4A6,,True,False,False,curated,True
734,CPI-SC0517A327B,COL9A3_a10b1 complex,simple:Q14050,complex:a10b1 complex,COL9A3,,True,False,False,curated,True
735,CPI-SC067EE23E1,COL9A2_a10b1 complex,simple:Q14055,complex:a10b1 complex,COL9A2,,True,False,False,curated,True
736,CPI-SC09DFB2ACA,COL19A1_a10b1 complex,simple:Q14993,complex:a10b1 complex,COL19A1,,True,False,False,curated,True
737,CPI-SC090311934,COL24A1_a10b1 complex,simple:Q17RW2,complex:a10b1 complex,COL24A1,,True,False,False,curated,True
738,CPI-SC05D8C0EF5,COL28A1_a10b1 complex,simple:Q2UY09,complex:a10b1 complex,COL28A1,,True,False,False,curated,True
739,CPI-SC0725E3A76,COL13A1_a10b1 complex,simple:Q5TAT6,complex:a10b1 complex,COL13A1,,False,False,False,curated,True
740,CPI-SC0C9CBDD21,COL27A1_a10b1 complex,simple:Q8IZC6,complex:a10b1 complex,COL27A1,,True,False,False,curated,True
741,CPI-SC0BA1D5E00,COL22A1_a10b1 complex,simple:Q8NFW1,complex:a10b1 complex,COL22A1,,True,False,False,curated,True
742,CPI-SC0147A8A42,COL26A1_a10b1 complex,simple:Q96A83,complex:a10b1 complex,COL26A1,,True,False,False,curated,True
743,CPI-SC08938BB1C,COL21A1_a10b1 complex,simple:Q96P44,complex:a10b1 complex,COL21A1,,True,False,False,curated,True
744,CPI-SC02131C05A,COL12A1_a10b1 complex,simple:Q99715,complex:a10b1 complex,COL12A1,,True,False,False,curated,True
745,CPI-SC0BF16A11C,COL20A1_a10b1 complex,simple:Q9P218,complex:a10b1 complex,COL20A1,,True,False,False,curated,True
746,CPI-SC06B4C6DD5,COL17A1_a10b1 complex,simple:Q9UMD9,complex:a10b1 complex,COL17A1,,True,False,False,curated,True
747,CPI-SC07E0348EF,COL6A6_a11b1 complex,simple:A6NMZ7,complex:a11b1 complex,COL6A6,,True,False,False,curated,True
748,CPI-SC05CE52A12,COL6A5_a11b1 complex,simple:A8TX70,complex:a11b1 complex,COL6A5,,True,False,False,curated,True
749,CPI-SC0F7E26271,COL1A1_a11b1 complex,simple:P02452,complex:a11b1 complex,COL1A1,,True,False,False,curated,True
750,CPI-SC0CF621D48,COL2A1_a11b1 complex,simple:P02458,complex:a11b1 complex,COL2A1,,True,False,False,curated,True
751,CPI-SC0A8902C85,COL3A1_a11b1 complex,simple:P02461,complex:a11b1 complex,COL3A1,,True,False,False,curated,True
752,CPI-SC0A0532ADC,COL4A1_a11b1 complex,simple:P02462,complex:a11b1 complex,COL4A1,,True,False,False,curated,True
753,CPI-SC0CFF5E19D,FN1_a11b1 complex,simple:P02751,complex:a11b1 complex,FN1,,True,False,False,curated,True
754,CPI-SC0DF641DAA,COL5A2_a11b1 complex,simple:P05997,complex:a11b1 complex,COL5A2,,True,False,False,curated,True
755,CPI-SC0681D30FE,COL1A2_a11b1 complex,simple:P08123,complex:a11b1 complex,COL1A2,,True,False,False,curated,True
756,CPI-SC02017BE74,COL4A2_a11b1 complex,simple:P08572,complex:a11b1 complex,COL4A2,,True,False,False,curated,True
757,CPI-SC0861656EC,COL11A1_a11b1 complex,simple:P12107,complex:a11b1 complex,COL11A1,,True,False,False,curated,True
758,CPI-SC04085F9F9,COL6A1_a11b1 complex,simple:P12109,complex:a11b1 complex,COL6A1,,True,False,False,curated,True
759,CPI-SC0A54B5323,COL6A2_a11b1 complex,simple:P12110,complex:a11b1 complex,COL6A2,,True,False,False,curated,True
760,CPI-SC0ECFACED2,COL6A3_a11b1 complex,simple:P12111,complex:a11b1 complex,COL6A3,,True,False,False,curated,True
761,CPI-SC0CA323AE3,COL11A2_a11b1 complex,simple:P13942,complex:a11b1 complex,COL11A2,,True,False,False,curated,True
762,CPI-SC0CBC30AB7,COL9A1_a11b1 complex,simple:P20849,complex:a11b1 complex,COL9A1,,True,False,False,curated,True
763,CPI-SC0092846B0,COL5A1_a11b1 complex,simple:P20908,complex:a11b1 complex,COL5A1,,True,False,False,curated,True
764,CPI-SC08AF9CA91,COL8A2_a11b1 complex,simple:P25067,complex:a11b1 complex,COL8A2,,True,False,False,curated,True
765,CPI-SC07E958BDE,COL5A3_a11b1 complex,simple:P25940,complex:a11b1 complex,COL5A3,,True,False,False,curated,True
766,CPI-SC08CC68F11,COL8A1_a11b1 complex,simple:P27658,complex:a11b1 complex,COL8A1,,True,False,False,curated,True
767,CPI-SC0CE433AB8,COL4A5_a11b1 complex,simple:P29400,complex:a11b1 complex,COL4A5,,True,False,False,curated,True
768,CPI-SC03BFF1D95,COL15A1_a11b1 complex,simple:P39059,complex:a11b1 complex,COL15A1,,True,False,False,curated,True
769,CPI-SC03ADD2063,COL18A1_a11b1 complex,simple:P39060,complex:a11b1 complex,COL18A1,,True,False,False,curated,True
770,CPI-SC0082A7233,COL4A4_a11b1 complex,simple:P53420,complex:a11b1 complex,COL4A4,,True,False,False,curated,True
771,CPI-SC0674C647E,COL4A3_a11b1 complex,simple:Q01955,complex:a11b1 complex,COL4A3,,True,False,False,curated,True
772,CPI-SC03D71E025,COL7A1_a11b1 complex,simple:Q02388,complex:a11b1 complex,COL7A1,,True,False,False,curated,True
773,CPI-SC0DF986F22,COL10A1_a11b1 complex,simple:Q03692,complex:a11b1 complex,COL10A1,,True,False,False,curated,True
774,CPI-SC060984F83,COL14A1_a11b1 complex,simple:Q05707,complex:a11b1 complex,COL14A1,,True,False,False,curated,True
775,CPI-SC0014D5A6E,COL16A1_a11b1 complex,simple:Q07092,complex:a11b1 complex,COL16A1,,True,False,False,curated,True
776,CPI-SC0B066E03C,COL4A6_a11b1 complex,simple:Q14031,complex:a11b1 complex,COL4A6,,True,False,False,curated,True
777,CPI-SC0B4BD965C,COL9A3_a11b1 complex,simple:Q14050,complex:a11b1 complex,COL9A3,,True,False,False,curated,True
778,CPI-SC0247E9ADB,COL9A2_a11b1 complex,simple:Q14055,complex:a11b1 complex,COL9A2,,True,False,False,curated,True
779,CPI-SC0035F0B0F,COL19A1_a11b1 complex,simple:Q14993,complex:a11b1 complex,COL19A1,,True,False,False,curated,True
780,CPI-SC06ACCFA52,COL24A1_a11b1 complex,simple:Q17RW2,complex:a11b1 complex,COL24A1,,True,False,False,curated,True
781,CPI-SC069F9E62C,COL28A1_a11b1 complex,simple:Q2UY09,complex:a11b1 complex,COL28A1,,True,False,False,curated,True
782,CPI-SC0D2BDC009,COL13A1_a11b1 complex,simple:Q5TAT6,complex:a11b1 complex,COL13A1,,False,False,False,curated,True
783,CPI-SC05F111D21,COL27A1_a11b1 complex,simple:Q8IZC6,complex:a11b1 complex,COL27A1,,True,False,False,curated,True
784,CPI-SC0BCD683D4,COL22A1_a11b1 complex,simple:Q8NFW1,complex:a11b1 complex,COL22A1,,True,False,False,curated,True
785,CPI-SC041215790,COL26A1_a11b1 complex,simple:Q96A83,complex:a11b1 complex,COL26A1,,True,False,False,curated,True
786,CPI-SC037C3901A,COL21A1_a11b1 complex,simple:Q96P44,complex:a11b1 complex,COL21A1,,True,False,False,curated,True
787,CPI-SC05B2AA866,COL12A1_a11b1 complex,simple:Q99715,complex:a11b1 complex,COL12A1,,True,False,False,curated,True
788,CPI-SC051B1E9C4,COL20A1_a11b1 complex,simple:Q9P218,complex:a11b1 complex,COL20A1,,True,False,False,curated,True
789,CPI-SC0247375A7,COL17A1_a11b1 complex,simple:Q9UMD9,complex:a11b1 complex,COL17A1,,True,False,False,curated,True
790,CPI-SC0B808E56A,COL6A6_a1b1 complex,simple:A6NMZ7,complex:a1b1 complex,COL6A6,,True,False,False,curated,True
791,CPI-SC089D4762F,COL6A5_a1b1 complex,simple:A8TX70,complex:a1b1 complex,COL6A5,,True,False,False,curated,True
792,CPI-SC0F73E9099,COL1A1_a1b1 complex,simple:P02452,complex:a1b1 complex,COL1A1,,True,False,False,curated,True
793,CPI-SC016235D3A,COL2A1_a1b1 complex,simple:P02458,complex:a1b1 complex,COL2A1,,True,False,False,curated,True
794,CPI-SC0BC63F8C0,COL3A1_a1b1 complex,simple:P02461,complex:a1b1 complex,COL3A1,,True,False,False,curated,True
795,CPI-SC0672FBD31,COL4A1_a1b1 complex,simple:P02462,complex:a1b1 complex,COL4A1,,True,False,False,curated,True
796,CPI-SC0545E2502,COL5A2_a1b1 complex,simple:P05997,complex:a1b1 complex,COL5A2,,True,False,False,curated,True
797,CPI-SC006E22794,COL1A2_a1b1 complex,simple:P08123,complex:a1b1 complex,COL1A2,,True,False,False,curated,True
798,CPI-SC0458F68A5,COL4A2_a1b1 complex,simple:P08572,complex:a1b1 complex,COL4A2,,True,False,False,curated,True
799,CPI-SC06E5E0C83,COL11A1_a1b1 complex,simple:P12107,complex:a1b1 complex,COL11A1,,True,False,False,curated,True
800,CPI-SC09FDA4F45,COL6A1_a1b1 complex,simple:P12109,complex:a1b1 complex,COL6A1,,True,False,False,curated,True
801,CPI-SC0F4BC2909,COL6A2_a1b1 complex,simple:P12110,complex:a1b1 complex,COL6A2,,True,False,False,curated,True
802,CPI-SC02AE206BE,COL6A3_a1b1 complex,simple:P12111,complex:a1b1 complex,COL6A3,,True,False,False,curated,True
803,CPI-SC0A8E69BC5,COL11A2_a1b1 complex,simple:P13942,complex:a1b1 complex,COL11A2,,True,False,False,curated,True
804,CPI-SC05B6D413B,COL9A1_a1b1 complex,simple:P20849,complex:a1b1 complex,COL9A1,,True,False,False,curated,True
805,CPI-SC05992FDC8,COL5A1_a1b1 complex,simple:P20908,complex:a1b1 complex,COL5A1,,True,False,False,curated,True
806,CPI-SC069F95780,COL8A2_a1b1 complex,simple:P25067,complex:a1b1 complex,COL8A2,,True,False,False,curated,True
807,CPI-SC0DAD29856,COL5A3_a1b1 complex,simple:P25940,complex:a1b1 complex,COL5A3,,True,False,False,curated,True
808,CPI-SC02F06FF62,COL8A1_a1b1 complex,simple:P27658,complex:a1b1 complex,COL8A1,,True,False,False,curated,True
809,CPI-SC0EC572716,COL4A5_a1b1 complex,simple:P29400,complex:a1b1 complex,COL4A5,,True,False,False,curated,True
810,CPI-SC0F8D27FBC,COL15A1_a1b1 complex,simple:P39059,complex:a1b1 complex,COL15A1,,True,False,False,curated,True
811,CPI-SC0EA3FC100,COL18A1_a1b1 complex,simple:P39060,complex:a1b1 complex,COL18A1,,True,False,False,curated,True
812,CPI-SC091173D82,COL4A4_a1b1 complex,simple:P53420,complex:a1b1 complex,COL4A4,,True,False,False,curated,True
813,CPI-SC07FB88720,COL4A3_a1b1 complex,simple:Q01955,complex:a1b1 complex,COL4A3,,True,False,False,curated,True
814,CPI-SC035953E6B,COL7A1_a1b1 complex,simple:Q02388,complex:a1b1 complex,COL7A1,,True,False,False,curated,True
815,CPI-SC01115AAD1,COL10A1_a1b1 complex,simple:Q03692,complex:a1b1 complex,COL10A1,,True,False,False,curated,True
816,CPI-SC0BD4C290F,COL14A1_a1b1 complex,simple:Q05707,complex:a1b1 complex,COL14A1,,True,False,False,curated,True
817,CPI-SC053BBE2B1,COL16A1_a1b1 complex,simple:Q07092,complex:a1b1 complex,COL16A1,,True,False,False,curated,True
818,CPI-SC0DA5EFA18,COL4A6_a1b1 complex,simple:Q14031,complex:a1b1 complex,COL4A6,,True,False,False,curated,True
819,CPI-SC0F778DC8E,COL9A3_a1b1 complex,simple:Q14050,complex:a1b1 complex,COL9A3,,True,False,False,curated,True
820,CPI-SC0F590482E,COL9A2_a1b1 complex,simple:Q14055,complex:a1b1 complex,COL9A2,,True,False,False,curated,True
821,CPI-SC0BA41B0D3,COL19A1_a1b1 complex,simple:Q14993,complex:a1b1 complex,COL19A1,,True,False,False,curated,True
822,CPI-SC090DB3159,COL24A1_a1b1 complex,simple:Q17RW2,complex:a1b1 complex,COL24A1,,True,False,False,curated,True
