,interaction,partner_A_genes,partner_B_genes,celltype_A,celltype_B,is_partner_A_DE,logFC_gene_A,adj_pval_gene_A,percent_expr_gene_A,is_partner_B_DE,logFC_gene_B,adj_pval_gene_B,percent_expr_gene_B
107682,MCAM_PTGFRN,MCAM,PTGFRN,GC,iEVT,False,NA,NA,0.7368421052631579,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
107689,MCAM_PTGFRN,MCAM,PTGFRN,DC,VCT_CCC,False,NA,NA,0.0286944045911047,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
107694,MCAM_PTGFRN,MCAM,PTGFRN,NK,VCT_CCC,False,NA,NA,0.0080971659919028,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
107703,MCAM_PTGFRN,MCAM,PTGFRN,T_cells,EVT_2,False,NA,NA,0.0150517403574788,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107707,MCAM_PTGFRN,MCAM,PTGFRN,EVT_2,B_cells,True,0.357923685615719,4.28017827691283e-90,0.508481764206955,False,NA,NA,0.0129198966408268
107709,MCAM_PTGFRN,MCAM,PTGFRN,dEpi_secretory,iEVT,False,NA,NA,0.068492336937151,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
107731,MCAM_PTGFRN,MCAM,PTGFRN,VCT_CCC,Endo_L,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.1533219761499148
107733,MCAM_PTGFRN,MCAM,PTGFRN,PV,EVT_2,False,NA,NA,0.4610220440881764,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107736,MCAM_PTGFRN,MCAM,PTGFRN,VCT_CCC,dEpi_secretory,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.1487465842936913
107740,MCAM_PTGFRN,MCAM,PTGFRN,Endo_L,EVT_2,False,NA,NA,0.2487223168654173,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107747,MCAM_PTGFRN,MCAM,PTGFRN,iEVT,Plasma,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0039215686274509
107748,MCAM_PTGFRN,MCAM,PTGFRN,dEpi_lumenal,iEVT,False,NA,NA,0.1333333333333333,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
107751,MCAM_PTGFRN,MCAM,PTGFRN,dT_cells,iEVT,False,NA,NA,0.0125256673511293,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
107752,MCAM_PTGFRN,MCAM,PTGFRN,dS1,EVT_2,False,NA,NA,0.1804348847038933,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107755,MCAM_PTGFRN,MCAM,PTGFRN,EVT_2,dNK1,True,0.357923685615719,4.28017827691283e-90,0.508481764206955,False,NA,NA,0.0139712918660287
107759,MCAM_PTGFRN,MCAM,PTGFRN,dDC,EVT_2,False,NA,NA,0.0504322766570605,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107761,MCAM_PTGFRN,MCAM,PTGFRN,iEVT,eEVT,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0
107768,MCAM_PTGFRN,MCAM,PTGFRN,VCT_CCC,ILC3,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0067702110712863
107776,MCAM_PTGFRN,MCAM,PTGFRN,VCT_CCC,B_cells,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0129198966408268
107777,MCAM_PTGFRN,MCAM,PTGFRN,iEVT,dS3,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0881260892627112
107783,MCAM_PTGFRN,MCAM,PTGFRN,dS2,iEVT,False,NA,NA,0.2031606485565661,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
107785,MCAM_PTGFRN,MCAM,PTGFRN,DC,EVT_2,False,NA,NA,0.0286944045911047,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107786,MCAM_PTGFRN,MCAM,PTGFRN,NK,EVT_2,False,NA,NA,0.0080971659919028,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107790,MCAM_PTGFRN,MCAM,PTGFRN,iEVT,dNK1,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0139712918660287
107791,MCAM_PTGFRN,MCAM,PTGFRN,dM2,EVT_2,False,NA,NA,0.0661533456241188,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107797,MCAM_PTGFRN,MCAM,PTGFRN,iEVT,PV,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0764529058116232
107805,MCAM_PTGFRN,MCAM,PTGFRN,VCT_CCC,dDC,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0259365994236311
107806,MCAM_PTGFRN,MCAM,PTGFRN,eEVT,EVT_2,False,NA,NA,0.7857142857142857,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107814,MCAM_PTGFRN,MCAM,PTGFRN,dEpi_lumenal,VCT_CCC,False,NA,NA,0.1333333333333333,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
107818,MCAM_PTGFRN,MCAM,PTGFRN,dT_cells,VCT_CCC,False,NA,NA,0.0125256673511293,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
107827,MCAM_PTGFRN,MCAM,PTGFRN,iEVT,dNK3,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0067750677506775
107831,MCAM_PTGFRN,MCAM,PTGFRN,iEVT,Endo_M,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.1758034026465028
107832,MCAM_PTGFRN,MCAM,PTGFRN,EVT_2,dM1,True,0.357923685615719,4.28017827691283e-90,0.508481764206955,False,NA,NA,0.0280870983757713
107838,MCAM_PTGFRN,MCAM,PTGFRN,iEVT,ILC3,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0067702110712863
107839,MCAM_PTGFRN,MCAM,PTGFRN,T_cells,iEVT,False,NA,NA,0.0150517403574788,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
107848,MCAM_PTGFRN,MCAM,PTGFRN,dNK2,EVT_2,False,NA,NA,0.0188195723552494,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107849,MCAM_PTGFRN,MCAM,PTGFRN,dS2,VCT_CCC,False,NA,NA,0.2031606485565661,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
107853,MCAM_PTGFRN,MCAM,PTGFRN,dNK3,EVT_2,False,NA,NA,0.0210027100271002,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107859,MCAM_PTGFRN,MCAM,PTGFRN,ILC3,EVT_2,False,NA,NA,0.0302668259657506,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107860,MCAM_PTGFRN,MCAM,PTGFRN,VCT_CCC,EVT_2,True,0.024262612516734,0.0032601108252045,0.0856804032018974,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107877,MCAM_PTGFRN,MCAM,PTGFRN,VCT_CCC,dT_regs,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0064446831364124
107890,MCAM_PTGFRN,MCAM,PTGFRN,VCT_CCC,dM1,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0280870983757713
107894,MCAM_PTGFRN,MCAM,PTGFRN,dDC,iEVT,False,NA,NA,0.0504322766570605,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
107896,MCAM_PTGFRN,MCAM,PTGFRN,VCT_CCC,dM2,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0394751111593102
107898,MCAM_PTGFRN,MCAM,PTGFRN,MO,VCT_CCC,False,NA,NA,0.0226229508196721,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
107899,MCAM_PTGFRN,MCAM,PTGFRN,dT_regs,EVT_2,False,NA,NA,0.0257787325456498,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107900,MCAM_PTGFRN,MCAM,PTGFRN,EVT_2,Plasma,True,0.357923685615719,4.28017827691283e-90,0.508481764206955,False,NA,NA,0.0039215686274509
107901,MCAM_PTGFRN,MCAM,PTGFRN,dT_cells,EVT_2,False,NA,NA,0.0125256673511293,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107907,MCAM_PTGFRN,MCAM,PTGFRN,uSMC,VCT_CCC,False,NA,NA,0.3989321128909229,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
107910,MCAM_PTGFRN,MCAM,PTGFRN,iEVT,EVT_1,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0737379466817924
107915,MCAM_PTGFRN,MCAM,PTGFRN,GC,VCT_CCC,False,NA,NA,0.7368421052631579,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
107921,MCAM_PTGFRN,MCAM,PTGFRN,DC,iEVT,False,NA,NA,0.0286944045911047,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
107925,MCAM_PTGFRN,MCAM,PTGFRN,NK,iEVT,False,NA,NA,0.0080971659919028,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
107932,MCAM_PTGFRN,MCAM,PTGFRN,EVT_1,B_cells,True,0.262099365975143,2.16116789345821e-132,0.3753072414445074,False,NA,NA,0.0129198966408268
107940,MCAM_PTGFRN,MCAM,PTGFRN,dS2,EVT_2,False,NA,NA,0.2031606485565661,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107957,MUC18_PTGFRN,MCAM,PTGFRN,iEVT,dT_regs,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0064446831364124
107965,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,dNK2,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0078481620885721
107969,MUC18_PTGFRN,MCAM,PTGFRN,iEVT,Endo_L,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.1533219761499148
107970,MUC18_PTGFRN,MCAM,PTGFRN,iEVT,dM2,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0394751111593102
107973,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,Plasma,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0039215686274509
107982,MUC18_PTGFRN,MCAM,PTGFRN,dNK2,iEVT,False,NA,NA,0.0188195723552494,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
107984,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,eEVT,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0
107989,MUC18_PTGFRN,MCAM,PTGFRN,Granulocytes,EVT_2,False,NA,NA,0.0153846153846153,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107991,MUC18_PTGFRN,MCAM,PTGFRN,MO,EVT_2,False,NA,NA,0.0226229508196721,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107992,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,dS3,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0881260892627112
107993,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,iEVT,True,0.024262612516734,0.0032601108252045,0.0856804032018974,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
107994,MUC18_PTGFRN,MCAM,PTGFRN,uSMC,EVT_2,False,NA,NA,0.3989321128909229,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
107997,MUC18_PTGFRN,MCAM,PTGFRN,GC,EVT_2,False,NA,NA,0.7368421052631579,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108001,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,dNK1,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0139712918660287
108009,MUC18_PTGFRN,MCAM,PTGFRN,iEVT,B_cells,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0129198966408268
108010,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,PV,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0764529058116232
108028,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,dNK3,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0067750677506775
108033,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,Endo_M,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.1758034026465028
108042,MUC18_PTGFRN,MCAM,PTGFRN,dS1,iEVT,False,NA,NA,0.1804348847038933,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
108043,MUC18_PTGFRN,MCAM,PTGFRN,EVT_2,EVT_1,True,0.357923685615719,4.28017827691283e-90,0.508481764206955,False,NA,NA,0.0737379466817924
108045,MUC18_PTGFRN,MCAM,PTGFRN,dS3,EVT_2,False,NA,NA,0.2603622035311055,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108046,MUC18_PTGFRN,MCAM,PTGFRN,T_cells,VCT_CCC,False,NA,NA,0.0150517403574788,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
108047,MUC18_PTGFRN,MCAM,PTGFRN,dEpi_lumenal,EVT_2,False,NA,NA,0.1333333333333333,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108055,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,Granulocytes,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0102564102564102
108059,MUC18_PTGFRN,MCAM,PTGFRN,dEpi_secretory,EVT_2,False,NA,NA,0.068492336937151,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108063,MUC18_PTGFRN,MCAM,PTGFRN,iEVT,EVT_2,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108083,MUC18_PTGFRN,MCAM,PTGFRN,Endo_M,EVT_2,False,NA,NA,0.4965828122727934,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108088,MUC18_PTGFRN,MCAM,PTGFRN,dS1,VCT_CCC,False,NA,NA,0.1804348847038933,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
108093,MUC18_PTGFRN,MCAM,PTGFRN,Granulocytes,iEVT,False,NA,NA,0.0153846153846153,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
108095,MUC18_PTGFRN,MCAM,PTGFRN,MO,iEVT,False,NA,NA,0.0226229508196721,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
108097,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,EVT_1,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0737379466817924
108099,MUC18_PTGFRN,MCAM,PTGFRN,iEVT,dM1,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0280870983757713
108102,MUC18_PTGFRN,MCAM,PTGFRN,uSMC,iEVT,False,NA,NA,0.3989321128909229,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
108107,MUC18_PTGFRN,MCAM,PTGFRN,GC,iEVT,False,NA,NA,0.7368421052631579,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
108114,MUC18_PTGFRN,MCAM,PTGFRN,DC,VCT_CCC,False,NA,NA,0.0286944045911047,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
108119,MUC18_PTGFRN,MCAM,PTGFRN,NK,VCT_CCC,False,NA,NA,0.0080971659919028,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
108128,MUC18_PTGFRN,MCAM,PTGFRN,T_cells,EVT_2,False,NA,NA,0.0150517403574788,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108132,MUC18_PTGFRN,MCAM,PTGFRN,EVT_2,B_cells,True,0.357923685615719,4.28017827691283e-90,0.508481764206955,False,NA,NA,0.0129198966408268
108134,MUC18_PTGFRN,MCAM,PTGFRN,dEpi_secretory,iEVT,False,NA,NA,0.068492336937151,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
108156,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,Endo_L,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.1533219761499148
108158,MUC18_PTGFRN,MCAM,PTGFRN,PV,EVT_2,False,NA,NA,0.4610220440881764,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108161,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,dEpi_secretory,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.1487465842936913
108165,MUC18_PTGFRN,MCAM,PTGFRN,Endo_L,EVT_2,False,NA,NA,0.2487223168654173,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108172,MUC18_PTGFRN,MCAM,PTGFRN,iEVT,Plasma,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0039215686274509
108173,MUC18_PTGFRN,MCAM,PTGFRN,dEpi_lumenal,iEVT,False,NA,NA,0.1333333333333333,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
108176,MUC18_PTGFRN,MCAM,PTGFRN,dT_cells,iEVT,False,NA,NA,0.0125256673511293,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
108177,MUC18_PTGFRN,MCAM,PTGFRN,dS1,EVT_2,False,NA,NA,0.1804348847038933,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108180,MUC18_PTGFRN,MCAM,PTGFRN,EVT_2,dNK1,True,0.357923685615719,4.28017827691283e-90,0.508481764206955,False,NA,NA,0.0139712918660287
108184,MUC18_PTGFRN,MCAM,PTGFRN,dDC,EVT_2,False,NA,NA,0.0504322766570605,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108186,MUC18_PTGFRN,MCAM,PTGFRN,iEVT,eEVT,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0
108193,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,ILC3,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0067702110712863
108201,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,B_cells,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0129198966408268
108202,MUC18_PTGFRN,MCAM,PTGFRN,iEVT,dS3,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0881260892627112
108208,MUC18_PTGFRN,MCAM,PTGFRN,dS2,iEVT,False,NA,NA,0.2031606485565661,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
108210,MUC18_PTGFRN,MCAM,PTGFRN,DC,EVT_2,False,NA,NA,0.0286944045911047,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108211,MUC18_PTGFRN,MCAM,PTGFRN,NK,EVT_2,False,NA,NA,0.0080971659919028,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108215,MUC18_PTGFRN,MCAM,PTGFRN,iEVT,dNK1,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0139712918660287
108216,MUC18_PTGFRN,MCAM,PTGFRN,dM2,EVT_2,False,NA,NA,0.0661533456241188,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108222,MUC18_PTGFRN,MCAM,PTGFRN,iEVT,PV,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0764529058116232
108230,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,dDC,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0259365994236311
108231,MUC18_PTGFRN,MCAM,PTGFRN,eEVT,EVT_2,False,NA,NA,0.7857142857142857,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108239,MUC18_PTGFRN,MCAM,PTGFRN,dEpi_lumenal,VCT_CCC,False,NA,NA,0.1333333333333333,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
108243,MUC18_PTGFRN,MCAM,PTGFRN,dT_cells,VCT_CCC,False,NA,NA,0.0125256673511293,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
108252,MUC18_PTGFRN,MCAM,PTGFRN,iEVT,dNK3,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0067750677506775
108256,MUC18_PTGFRN,MCAM,PTGFRN,iEVT,Endo_M,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.1758034026465028
108257,MUC18_PTGFRN,MCAM,PTGFRN,EVT_2,dM1,True,0.357923685615719,4.28017827691283e-90,0.508481764206955,False,NA,NA,0.0280870983757713
108263,MUC18_PTGFRN,MCAM,PTGFRN,iEVT,ILC3,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0067702110712863
108264,MUC18_PTGFRN,MCAM,PTGFRN,T_cells,iEVT,False,NA,NA,0.0150517403574788,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
108273,MUC18_PTGFRN,MCAM,PTGFRN,dNK2,EVT_2,False,NA,NA,0.0188195723552494,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108274,MUC18_PTGFRN,MCAM,PTGFRN,dS2,VCT_CCC,False,NA,NA,0.2031606485565661,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
108278,MUC18_PTGFRN,MCAM,PTGFRN,dNK3,EVT_2,False,NA,NA,0.0210027100271002,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108284,MUC18_PTGFRN,MCAM,PTGFRN,ILC3,EVT_2,False,NA,NA,0.0302668259657506,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108285,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,EVT_2,True,0.024262612516734,0.0032601108252045,0.0856804032018974,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108302,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,dT_regs,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0064446831364124
108315,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,dM1,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0280870983757713
108319,MUC18_PTGFRN,MCAM,PTGFRN,dDC,iEVT,False,NA,NA,0.0504322766570605,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
108321,MUC18_PTGFRN,MCAM,PTGFRN,VCT_CCC,dM2,True,0.024262612516734,0.0032601108252045,0.0856804032018974,False,NA,NA,0.0394751111593102
108323,MUC18_PTGFRN,MCAM,PTGFRN,MO,VCT_CCC,False,NA,NA,0.0226229508196721,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
108324,MUC18_PTGFRN,MCAM,PTGFRN,dT_regs,EVT_2,False,NA,NA,0.0257787325456498,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108325,MUC18_PTGFRN,MCAM,PTGFRN,EVT_2,Plasma,True,0.357923685615719,4.28017827691283e-90,0.508481764206955,False,NA,NA,0.0039215686274509
108326,MUC18_PTGFRN,MCAM,PTGFRN,dT_cells,EVT_2,False,NA,NA,0.0125256673511293,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108332,MUC18_PTGFRN,MCAM,PTGFRN,uSMC,VCT_CCC,False,NA,NA,0.3989321128909229,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
108335,MUC18_PTGFRN,MCAM,PTGFRN,iEVT,EVT_1,True,0.400399114707453,1.43525540880813e-57,0.7309575625680087,False,NA,NA,0.0737379466817924
108340,MUC18_PTGFRN,MCAM,PTGFRN,GC,VCT_CCC,False,NA,NA,0.7368421052631579,True,0.0239033434114023,1.82935164556894e-10,0.049510821227394
108346,MUC18_PTGFRN,MCAM,PTGFRN,DC,iEVT,False,NA,NA,0.0286944045911047,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
108350,MUC18_PTGFRN,MCAM,PTGFRN,NK,iEVT,False,NA,NA,0.0080971659919028,True,0.0359540497095978,9.98507102507047e-06,0.1545157780195865
108357,MUC18_PTGFRN,MCAM,PTGFRN,EVT_1,B_cells,True,0.262099365975143,2.16116789345821e-132,0.3753072414445074,False,NA,NA,0.0129198966408268
108365,MUC18_PTGFRN,MCAM,PTGFRN,dS2,EVT_2,False,NA,NA,0.2031606485565661,True,0.0296621537634586,4.389638732501569e-09,0.0784563189143341
108383,HLA-F_LILRB2,HLA-F,LILRB2,eEVT,dNK1,True,0.206297869130824,0.0002159647443816,0.3214285714285714,False,NA,NA,0.0064114832535885
108385,HLA-F_LILRB2,HLA-F,LILRB2,eEVT,PV,True,0.206297869130824,0.0002159647443816,0.3214285714285714,False,NA,NA,0.0045090180360721
108393,HLA-F_LILRB2,HLA-F,LILRB2,dNK2,eEVT,False,NA,NA,0.3600544566349003,True,0.0448820292033957,0.0009308178963765,0.0714285714285714
108409,HLA-F_LILRB2,HLA-F,LILRB2,VCT_CCC,eEVT,False,NA,NA,0.0121553513193003,True,0.0448820292033957,0.0009308178963765,0.0714285714285714
108411,HLA-F_LILRB2,HLA-F,LILRB2,eEVT,dNK3,True,0.206297869130824,0.0002159647443816,0.3214285714285714,False,NA,NA,0.0044037940379403
108441,HLA-F_LILRB2,HLA-F,LILRB2,dT_regs,eEVT,False,NA,NA,0.5042964554242749,True,0.0448820292033957,0.0009308178963765,0.0714285714285714
108457,HLA-F_LILRB2,HLA-F,LILRB2,dS1,eEVT,False,NA,NA,0.2159395106372986,True,0.0448820292033957,0.0009308178963765,0.0714285714285714
108495,HLA-F_LILRB2,HLA-F,LILRB2,eEVT,dS3,True,0.206297869130824,0.0002159647443816,0.3214285714285714,False,NA,NA,0.0031067666893991
108503,HLA-F_LILRB2,HLA-F,LILRB2,Granulocytes,eEVT,False,NA,NA,0.1333333333333333,True,0.0448820292033957,0.0009308178963765,0.0714285714285714
108505,HLA-F_LILRB2,HLA-F,LILRB2,MO,eEVT,False,NA,NA,0.3491803278688524,True,0.0448820292033957,0.0009308178963765,0.0714285714285714
108512,HLA-F_LILRB2,HLA-F,LILRB2,uSMC,eEVT,False,NA,NA,0.0737546206653758,True,0.0448820292033957,0.0009308178963765,0.0714285714285714
108516,HLA-F_LILRB2,HLA-F,LILRB2,GC,eEVT,False,NA,NA,0.1052631578947368,True,0.0448820292033957,0.0009308178963765,0.0714285714285714
108523,HLA-F_LILRB2,HLA-F,LILRB2,eEVT,Endo_L,True,0.206297869130824,0.0002159647443816,0.3214285714285714,False,NA,NA,0.0068143100511073
108537,HLA-F_LILRB2,HLA-F,LILRB2,ILC3,eEVT,False,NA,NA,0.2759856630824372,True,0.0448820292033957,0.0009308178963765,0.0714285714285714
108571,HLA-F_LILRB2,HLA-F,LILRB2,eEVT,B_cells,True,0.206297869130824,0.0002159647443816,0.3214285714285714,False,NA,NA,0.0090439276485788
108589,HLA-F_LILRB2,HLA-F,LILRB2,dEpi_lumenal,eEVT,False,NA,NA,0.1629629629629629,True,0.0448820292033957,0.0009308178963765,0.0714285714285714
108591,HLA-F_LILRB2,HLA-F,LILRB2,dT_cells,eEVT,False,NA,NA,0.3932238193018481,True,0.0448820292033957,0.0009308178963765,0.0714285714285714
108611,HLA-F_LILRB2,HLA-F,LILRB2,iEVT,eEVT,False,NA,NA,0.0780739934711643,True,0.0448820292033957,0.0009308178963765,0.0714285714285714
108620,HLA-F_LILRB2,HLA-F,LILRB2,dS2,eEVT,False,NA,NA,0.2453989596325251,True,0.0448820292033957,0.0009308178963765,0.0714285714285714
