,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DE_and_DA,cluster,ID
ZNF577,0.066837,no,yes,no,no,eEVT,eEVT_ZNF577
ZFP30,0.096756,no,yes,no,no,eEVT,eEVT_ZFP30
ZNF721,0.479313,no,yes,no,no,eEVT,eEVT_ZNF721
ZNF800,0.511833,no,yes,no,no,eEVT,eEVT_ZNF800
ZNF879,0.048637,no,yes,no,no,eEVT,eEVT_ZNF879
ZNF267,0.0822,no,yes,no,no,eEVT,eEVT_ZNF267
ZFP2,0.136165,yes,no,no,no,eEVT,eEVT_ZFP2
ZNF358,0.0,no,yes,no,no,eEVT,eEVT_ZNF358
PBX1,0.295058,no,yes,no,no,eEVT,eEVT_PBX1
ZNF711,0.0,no,yes,no,no,eEVT,eEVT_ZNF711
ZNF621,0.192311,no,yes,no,no,eEVT,eEVT_ZNF621
FOXP2,0.028897,no,yes,no,no,eEVT,eEVT_FOXP2
ZNF654,0.575214,no,yes,no,no,eEVT,eEVT_ZNF654
PLAGL2,0.0,no,yes,no,no,eEVT,eEVT_PLAGL2
ZNF235,0.396777,yes,no,no,no,eEVT,eEVT_ZNF235
ZNF350,0.050252,no,yes,no,no,eEVT,eEVT_ZNF350
DMAP1,0.167831,no,yes,no,no,eEVT,eEVT_DMAP1
ZNF282,0.084666,no,yes,no,no,eEVT,eEVT_ZNF282
TFAM,0.090562,no,yes,no,no,eEVT,eEVT_TFAM
ZNF580,0.017861,no,yes,no,no,eEVT,eEVT_ZNF580
SOX4,1.335623,yes,yes,no,yes,eEVT,eEVT_SOX4
GATAD2A,1.408144,yes,no,no,no,eEVT,eEVT_GATAD2A
NFAT5,1.525117,yes,yes,no,yes,eEVT,eEVT_NFAT5
ZNF530,0.0,no,yes,no,no,eEVT,eEVT_ZNF530
ELF2,0.788081,no,yes,no,no,eEVT,eEVT_ELF2
ID3,1.283197,yes,no,no,no,eEVT,eEVT_ID3
ZNF718,0.115289,no,yes,no,no,eEVT,eEVT_ZNF718
ZNF438,0.561511,yes,no,no,no,eEVT,eEVT_ZNF438
ZBTB24,0.040957,no,yes,no,no,eEVT,eEVT_ZBTB24
ZNF547,0.0,no,yes,no,no,eEVT,eEVT_ZNF547
SP8,not_enough_cells_expr_limma,no,yes,no,no,eEVT,eEVT_SP8
ZNF585A,0.0,no,yes,no,no,eEVT,eEVT_ZNF585A
ZNF410,0.0,no,yes,no,no,eEVT,eEVT_ZNF410
CREB3L2,2.067198,yes,no,no,no,eEVT,eEVT_CREB3L2
RHOXF1,0.0,no,yes,no,no,eEVT,eEVT_RHOXF1
ZNF205,0.033194,no,yes,no,no,eEVT,eEVT_ZNF205
ZNF527,0.0,no,yes,no,no,eEVT,eEVT_ZNF527
ZNF121,0.944574,yes,yes,no,yes,eEVT,eEVT_ZNF121
SMARCE1,0.020035,no,yes,no,no,eEVT,eEVT_SMARCE1
ZNF594,0.02174,no,yes,no,no,eEVT,eEVT_ZNF594
BARX2,0.068302,yes,no,no,no,eEVT,eEVT_BARX2
THAP5,0.044243,no,yes,no,no,eEVT,eEVT_THAP5
ZNF808,0.085585,no,yes,no,no,eEVT,eEVT_ZNF808
ZNF700,0.031618,no,yes,no,no,eEVT,eEVT_ZNF700
TCF7L1,0.958454,yes,no,no,no,eEVT,eEVT_TCF7L1
ZNF605,0.022896,no,yes,no,no,eEVT,eEVT_ZNF605
ZNF276,0.119961,no,yes,no,no,eEVT,eEVT_ZNF276
ZNF561,0.354768,yes,yes,no,yes,eEVT,eEVT_ZNF561
PHTF1,0.081375,no,yes,no,no,eEVT,eEVT_PHTF1
ZNF736,0.495433,yes,yes,no,yes,eEVT,eEVT_ZNF736
ZNF789,0.204992,no,yes,no,no,eEVT,eEVT_ZNF789
ZNF607,0.0,no,yes,no,no,eEVT,eEVT_ZNF607
ZNF444,0.032353,no,yes,no,no,eEVT,eEVT_ZNF444
ZBTB45,0.014173,no,yes,no,no,eEVT,eEVT_ZBTB45
ZBTB26,0.037779,no,yes,no,no,eEVT,eEVT_ZBTB26
TCFL5,0.035521,no,yes,no,no,eEVT,eEVT_TCFL5
NPAS1,0.03554,yes,no,no,no,eEVT,eEVT_NPAS1
ZNF35,0.0,no,yes,no,no,eEVT,eEVT_ZNF35
ZNF526,0.073778,no,yes,no,no,eEVT,eEVT_ZNF526
ZNF441,0.129003,yes,yes,no,yes,eEVT,eEVT_ZNF441
ZBTB41,0.219427,no,yes,no,no,eEVT,eEVT_ZBTB41
FOXD1,0.046714,yes,no,no,no,eEVT,eEVT_FOXD1
ZSCAN12,0.0,no,yes,no,no,eEVT,eEVT_ZSCAN12
ZBTB37,0.147177,no,yes,no,no,eEVT,eEVT_ZBTB37
ZNF814,0.705763,yes,yes,no,yes,eEVT,eEVT_ZNF814
ZNF92,0.05188,no,yes,no,no,eEVT,eEVT_ZNF92
ZNF182,0.046714,no,yes,no,no,eEVT,eEVT_ZNF182
ZFP28,0.0,no,yes,no,no,eEVT,eEVT_ZFP28
ZNF398,0.217595,no,yes,no,no,eEVT,eEVT_ZNF398
ZNF142,0.264097,yes,yes,no,yes,eEVT,eEVT_ZNF142
ZNF615,0.119657,no,yes,no,no,eEVT,eEVT_ZNF615
ZNF414,0.119605,no,yes,no,no,eEVT,eEVT_ZNF414
ZNF786,0.027744,no,yes,no,no,eEVT,eEVT_ZNF786
SMAD3,2.202869,yes,no,no,no,eEVT,eEVT_SMAD3
ELK3,0.599618,yes,no,no,no,eEVT,eEVT_ELK3
MLX,0.235144,no,yes,no,no,eEVT,eEVT_MLX
ALX1,0.0,no,yes,no,no,eEVT,eEVT_ALX1
NFKBID,0.093344,no,yes,no,no,eEVT,eEVT_NFKBID
PURB,0.151484,no,yes,no,no,eEVT,eEVT_PURB
TFDP2,1.649224,yes,yes,no,yes,eEVT,eEVT_TFDP2
ZNF517,0.0,no,yes,no,no,eEVT,eEVT_ZNF517
ZNF423,0.492115,yes,no,no,no,eEVT,eEVT_ZNF423
ZNF28,0.096831,no,yes,no,no,eEVT,eEVT_ZNF28
CXXC1,0.117025,no,yes,no,no,eEVT,eEVT_CXXC1
ZNF823,0.189596,no,yes,no,no,eEVT,eEVT_ZNF823
ZNF669,0.0,no,yes,no,no,eEVT,eEVT_ZNF669
GLIS2,0.013063,no,yes,no,no,eEVT,eEVT_GLIS2
ZNF468,0.086771,no,yes,no,no,eEVT,eEVT_ZNF468
ZNF467,0.0,no,yes,no,no,eEVT,eEVT_ZNF467
ZNF565,0.271427,no,yes,no,no,eEVT,eEVT_ZNF565
ZNF124,0.696275,yes,yes,no,yes,eEVT,eEVT_ZNF124
TFEB,0.022318,no,yes,no,no,eEVT,eEVT_TFEB
ZBTB11,0.126163,no,yes,no,no,eEVT,eEVT_ZBTB11
ZBED4,0.261406,no,yes,no,no,eEVT,eEVT_ZBED4
ZC3H6,0.198836,no,yes,no,no,eEVT,eEVT_ZC3H6
AHR,0.195529,yes,no,no,no,eEVT,eEVT_AHR
NCOR2,1.351729,yes,no,no,no,eEVT,eEVT_NCOR2
ZSCAN32,0.117342,yes,yes,no,yes,eEVT,eEVT_ZSCAN32
ZNF30,0.0,no,yes,no,no,eEVT,eEVT_ZNF30
ZNF774,0.0,no,yes,no,no,eEVT,eEVT_ZNF774
KAT7,0.236524,no,yes,no,no,eEVT,eEVT_KAT7
CDC5L,0.157729,no,yes,no,no,eEVT,eEVT_CDC5L
ZNF296,0.0,no,yes,no,no,eEVT,eEVT_ZNF296
EBF4,0.034645,no,yes,no,no,eEVT,eEVT_EBF4
ZNF549,0.018758,no,yes,no,no,eEVT,eEVT_ZNF549
ZNF566,0.102467,no,yes,no,no,eEVT,eEVT_ZNF566
HES5,0.218713,yes,no,no,no,eEVT,eEVT_HES5
ZNF614,0.032034,no,yes,no,no,eEVT,eEVT_ZNF614
GABPA,0.17914,no,yes,no,no,eEVT,eEVT_GABPA
ZNF227,0.052327,no,yes,no,no,eEVT,eEVT_ZNF227
ZNF324,0.05084,no,yes,no,no,eEVT,eEVT_ZNF324
ZNF816,0.0,no,yes,no,no,eEVT,eEVT_ZNF816
ZNF765,0.189311,no,yes,no,no,eEVT,eEVT_ZNF765
ZNF552,0.260883,yes,yes,no,yes,eEVT,eEVT_ZNF552
ZNF596,0.059895,no,yes,no,no,eEVT,eEVT_ZNF596
ZNF320,0.0,no,yes,no,no,eEVT,eEVT_ZNF320
ZBED3,0.0,no,yes,no,no,eEVT,eEVT_ZBED3
PBX4,0.267809,no,yes,no,no,eEVT,eEVT_PBX4
ZNF668,0.064989,no,yes,no,no,eEVT,eEVT_ZNF668
ZNF331,0.501943,no,yes,no,no,eEVT,eEVT_ZNF331
ZNF41,0.11259,no,yes,no,no,eEVT,eEVT_ZNF41
ZNF429,0.115461,no,yes,no,no,eEVT,eEVT_ZNF429
ZNF677,0.063667,no,yes,no,no,eEVT,eEVT_ZNF677
HOXB3,0.0,no,yes,no,no,eEVT,eEVT_HOXB3
CSRNP2,0.117302,no,yes,no,no,eEVT,eEVT_CSRNP2
NKX2-8,not_enough_cells_expr_limma,no,yes,no,no,eEVT,eEVT_NKX2-8
KDM5C,0.264251,no,yes,no,no,eEVT,eEVT_KDM5C
TADA2A,0.252003,no,yes,no,no,eEVT,eEVT_TADA2A
ZNF710,0.278025,no,yes,no,no,eEVT,eEVT_ZNF710
ZNF43,0.408941,no,yes,no,no,eEVT,eEVT_ZNF43
POGZ,0.364613,no,yes,no,no,eEVT,eEVT_POGZ
ZNF316,0.080554,no,yes,no,no,eEVT,eEVT_ZNF316
CREBL2,0.123482,no,yes,no,no,eEVT,eEVT_CREBL2
ZNF430,0.188807,no,yes,no,no,eEVT,eEVT_ZNF430
CRX,0.0,no,yes,no,no,eEVT,eEVT_CRX
ZNF181,0.0,no,yes,no,no,eEVT,eEVT_ZNF181
SP100,0.682397,no,yes,no,no,eEVT,eEVT_SP100
ZNF407,0.881505,no,yes,no,no,eEVT,eEVT_ZNF407
ZNF805,0.03554,no,yes,no,no,eEVT,eEVT_ZNF805
ZNF219,0.035402,no,yes,no,no,eEVT,eEVT_ZNF219
LRRFIP1,1.784224,yes,no,no,no,eEVT,eEVT_LRRFIP1
ZNF584,0.0,no,yes,no,no,eEVT,eEVT_ZNF584
ZNF26,0.114525,no,yes,no,no,eEVT,eEVT_ZNF26
ZNF571,0.180884,yes,yes,no,yes,eEVT,eEVT_ZNF571
ZNF793,0.292027,yes,yes,no,yes,eEVT,eEVT_ZNF793
ZNF845,0.086137,no,yes,no,no,eEVT,eEVT_ZNF845
ZXDA,0.0,no,yes,no,no,eEVT,eEVT_ZXDA
NHLH1,0.0,no,yes,no,no,eEVT,eEVT_NHLH1
HMGXB3,0.272719,no,yes,no,no,eEVT,eEVT_HMGXB3
BCL11B,0.0,no,yes,no,no,eEVT,eEVT_BCL11B
RREB1,1.349884,no,yes,no,no,eEVT,eEVT_RREB1
AEBP2,0.841901,no,yes,no,no,eEVT,eEVT_AEBP2
ZNF696,0.010035,no,yes,no,no,eEVT,eEVT_ZNF696
ZNF518A,0.855985,no,yes,no,no,eEVT,eEVT_ZNF518A
ZSCAN31,0.008723,no,yes,no,no,eEVT,eEVT_ZSCAN31
ZGLP1,0.027454,no,yes,no,no,eEVT,eEVT_ZGLP1
ZNF311,0.032125,yes,no,no,no,eEVT,eEVT_ZNF311
ZNF512B,0.159346,no,yes,no,no,eEVT,eEVT_ZNF512B
HOMEZ,0.010035,no,yes,no,no,eEVT,eEVT_HOMEZ
BHLHE23,not_enough_cells_expr_limma,no,yes,no,no,eEVT,eEVT_BHLHE23
GATA6,0.257721,yes,no,no,no,eEVT,eEVT_GATA6
ZKSCAN8,0.091528,no,yes,no,no,eEVT,eEVT_ZKSCAN8
ZNF117,0.451226,no,yes,no,no,eEVT,eEVT_ZNF117
NFXL1,0.47246,no,yes,no,no,eEVT,eEVT_NFXL1
ZNF140,0.078394,no,yes,no,no,eEVT,eEVT_ZNF140
ZNF432,0.247375,no,yes,no,no,eEVT,eEVT_ZNF432
ZNF75D,0.223249,no,yes,no,no,eEVT,eEVT_ZNF75D
ZFP3,0.011312,no,yes,no,no,eEVT,eEVT_ZFP3
BARHL2,not_enough_cells_expr_limma,no,yes,no,no,eEVT,eEVT_BARHL2
HEYL,0.027454,yes,no,no,no,eEVT,eEVT_HEYL
TBX5,0.036341,yes,yes,no,yes,eEVT,eEVT_TBX5
ZNF595,0.083126,no,yes,no,no,eEVT,eEVT_ZNF595
ZNF287,0.0,no,yes,no,no,eEVT,eEVT_ZNF287
HOXD12,not_enough_cells_expr_limma,no,yes,no,no,eEVT,eEVT_HOXD12
MEF2D,0.325915,yes,yes,no,yes,eEVT,eEVT_MEF2D
ZNF619,0.032605,no,yes,no,no,eEVT,eEVT_ZNF619
ZNF613,0.044244,no,yes,no,no,eEVT,eEVT_ZNF613
ZNF572,0.0,no,yes,no,no,eEVT,eEVT_ZNF572
POU6F1,0.019021,no,yes,no,no,eEVT,eEVT_POU6F1
ZNF780B,0.168919,no,yes,no,no,eEVT,eEVT_ZNF780B
ZNF837,0.010035,no,yes,no,no,eEVT,eEVT_ZNF837
ZSCAN20,0.03298,no,yes,no,no,eEVT,eEVT_ZSCAN20
GCM1,2.208438,yes,yes,no,yes,eEVT,eEVT_GCM1
ZNF213,0.054345,no,yes,no,no,eEVT,eEVT_ZNF213
ZNF562,1.325516,yes,yes,no,yes,eEVT,eEVT_ZNF562
ZNF141,0.239865,no,yes,no,no,eEVT,eEVT_ZNF141
SMARCA1,0.100576,no,yes,no,no,eEVT,eEVT_SMARCA1
ZNF529,0.028613,no,yes,no,no,eEVT,eEVT_ZNF529
GMEB1,0.216677,no,yes,no,no,eEVT,eEVT_GMEB1
NFE2L3,0.066163,no,yes,no,no,eEVT,eEVT_NFE2L3
ZNF717,0.037076,no,yes,no,no,eEVT,eEVT_ZNF717
ZNF616,0.045515,no,yes,no,no,eEVT,eEVT_ZNF616
ZNF781,0.034619,yes,no,no,no,eEVT,eEVT_ZNF781
ZNF324B,0.011312,no,yes,no,no,eEVT,eEVT_ZNF324B
ZNF628,0.0,no,yes,no,no,eEVT,eEVT_ZNF628
ZNF846,0.518781,yes,yes,no,yes,eEVT,eEVT_ZNF846
ZNF618,0.0,no,yes,no,no,eEVT,eEVT_ZNF618
MIER3,0.109072,no,yes,no,no,eEVT,eEVT_MIER3
ZNF180,0.078808,no,yes,no,no,eEVT,eEVT_ZNF180
CREBZF,0.24847,no,yes,no,no,eEVT,eEVT_CREBZF
KAT8,0.038172,no,yes,no,no,eEVT,eEVT_KAT8
ZNF787,0.138659,no,yes,no,no,eEVT,eEVT_ZNF787
ZNF500,0.021786,no,yes,no,no,eEVT,eEVT_ZNF500
ZNF518B,0.039007,no,yes,no,no,eEVT,eEVT_ZNF518B
ZSCAN9,0.107139,no,yes,no,no,eEVT,eEVT_ZSCAN9
GMEB2,0.113847,no,yes,no,no,eEVT,eEVT_GMEB2
ZNF543,0.0,no,yes,no,no,eEVT,eEVT_ZNF543
ARNTL,0.167571,yes,no,no,no,eEVT,eEVT_ARNTL
SOX1,not_enough_cells_expr_limma,no,yes,no,no,eEVT,eEVT_SOX1
ZNF829,0.054693,no,yes,no,no,eEVT,eEVT_ZNF829
ADNP,0.698539,no,yes,no,no,eEVT,eEVT_ADNP
HNF1A,0.011312,yes,no,no,no,eEVT,eEVT_HNF1A
TBX1,0.367108,yes,no,no,no,eEVT,eEVT_TBX1
GFI1B,0.033961,yes,no,no,no,eEVT,eEVT_GFI1B
ZBTB25,0.145984,no,yes,no,no,eEVT,eEVT_ZBTB25
ZNF575,0.0,no,yes,no,no,eEVT,eEVT_ZNF575
ZNF558,0.05048,no,yes,no,no,eEVT,eEVT_ZNF558
ZNF280D,0.086066,no,yes,no,no,eEVT,eEVT_ZNF280D
ZNF692,0.31409,yes,yes,no,yes,eEVT,eEVT_ZNF692
ZSCAN26,0.008723,no,yes,no,no,eEVT,eEVT_ZSCAN26
TCF25,1.354667,yes,no,no,no,eEVT,eEVT_TCF25
ZNF131,0.622245,no,yes,no,no,eEVT,eEVT_ZNF131
ZFP1,0.018061,no,yes,no,no,eEVT,eEVT_ZFP1
NFKBIB,0.031776,no,yes,no,no,eEVT,eEVT_NFKBIB
ZNF354A,0.129114,no,yes,no,no,eEVT,eEVT_ZNF354A
ZNF184,0.0,no,yes,no,no,eEVT,eEVT_ZNF184
NEUROG3,not_enough_cells_expr_limma,no,yes,no,no,eEVT,eEVT_NEUROG3
ZNF629,0.0,no,yes,no,no,eEVT,eEVT_ZNF629
PLAG1,0.151338,no,yes,no,no,eEVT,eEVT_PLAG1
ZNF506,0.008723,no,yes,no,no,eEVT,eEVT_ZNF506
ZNF319,0.0,no,yes,no,no,eEVT,eEVT_ZNF319
ZNF280C,0.325558,yes,yes,no,yes,eEVT,eEVT_ZNF280C
ZNF664,0.034619,no,yes,no,no,eEVT,eEVT_ZNF664
MLXIP,0.032084,no,yes,no,no,eEVT,eEVT_MLXIP
DNAJC2,0.10965,no,yes,no,no,eEVT,eEVT_DNAJC2
ZBTB34,0.014173,no,yes,no,no,eEVT,eEVT_ZBTB34
ZNF785,0.055309,no,yes,no,no,eEVT,eEVT_ZNF785
IRF6,0.089276,no,yes,no,no,eEVT,eEVT_IRF6
ZXDB,0.0,no,yes,no,no,eEVT,eEVT_ZXDB
ZNF138,0.122979,no,yes,no,no,eEVT,eEVT_ZNF138
