,VCT_CCC,EVT_1,EVT_2,eEVT,iEVT,GC,Cluster
ZNF860,-1.3160783052444458,0.22876721620559692,-0.1351715624332428,-1.1011136770248413,1.5395084619522095,0.7840881943702698,1.0
EMX2,-0.34260454773902893,-0.9705324172973633,1.006575345993042,1.0460059642791748,0.7616433501243591,-1.5010883808135986,6.0
HOXA7,1.1333932876586914,1.6012314558029175,-0.2775205373764038,-0.9206922054290771,-0.6157201528549194,-0.9206922054290771,7.0
SP3,-0.4338339567184448,-0.923696756362915,-0.10052822530269623,1.3220404386520386,1.3312240839004517,-1.1952064037322998,6.0
ZNF354A,-1.0171891450881958,-0.6986321806907654,-0.7924693822860718,0.023954033851623535,0.6246359348297119,1.8597010374069214,3.0
ZNF431,-0.4729520082473755,-0.7700067758560181,-0.30361923575401306,2.179718255996704,-0.052356261759996414,-0.5807831287384033,0.0
PURA,-0.3443465530872345,-0.8769311308860779,-0.10323598235845566,-1.0959069728851318,0.5132437944412231,1.9071780443191528,1.0
TGIF1,0.9229328632354736,1.4412906169891357,0.06937946379184723,-1.5270289182662964,-0.05122557654976845,-0.8553484678268433,7.0
ZNF324,-0.4974924623966217,-0.6648222208023071,-0.5407151579856873,0.007778269238770008,-0.49049606919288635,2.1857478618621826,1.0
ARID3A,-1.362066626548767,-0.33270150423049927,0.5413572788238525,1.4043465852737427,0.806557297706604,-1.057492971420288,0.0
IRX2,1.1104495525360107,-0.8027271032333374,0.29145756363868713,-0.4706146717071533,1.3155438899993896,-1.4441086053848267,4.0
ETS2,-0.7193536758422852,-0.48715123534202576,1.295326590538025,-1.3999848365783691,1.2670598030090332,0.04410421848297119,4.0
GLIS3,-0.9370778799057007,-0.9004542231559753,-0.3163432478904724,-0.6148325800895691,1.377098798751831,1.3916085958480835,3.0
ZBTB44,1.045821189880371,-0.9419562220573425,-0.010198055766522884,1.2385157346725464,0.22766301035881042,-1.5598465204238892,6.0
PHF5A,1.1658825874328613,1.5030291080474854,-0.16352513432502747,-0.7974921464920044,-0.4930914044380188,-1.2148034572601318,7.0
ZBTB43,-0.43047454953193665,-1.3226428031921387,-0.6603022813796997,1.202924132347107,-0.2461133897304535,1.4566091299057007,3.0
ZNF414,0.519954264163971,0.10035665333271027,0.07020359486341476,1.510605812072754,-0.38983726501464844,-1.8112823963165283,6.0
ZNF773,1.030035138130188,-0.7641431093215942,0.811102032661438,0.8018344044685364,-0.13651667535305023,-1.742311954498291,6.0
HIVEP2,-0.36616799235343933,-1.2595539093017578,-0.555749773979187,0.3391832709312439,-0.11773117631673813,1.9600205421447754,3.0
ARNTL,0.01294928789138794,-0.5703355669975281,-0.40744033455848694,2.149693489074707,-0.28796207904815674,-0.896904706954956,0.0
RELB,-0.20841528475284576,-1.614022970199585,-0.6863292455673218,1.3863884210586548,0.15590864419937134,0.9664703607559204,5.0
MYT1L,-0.4742274880409241,-0.575307309627533,-0.6383236646652222,1.8826099634170532,0.760962188243866,-0.9557135701179504,0.0
TSHZ1,-0.7335889339447021,-0.9531695246696472,-0.3228408992290497,-0.13428187370300293,0.03923867270350456,2.104641914367676,3.0
ZNF761,-0.7411550283432007,-1.1458308696746826,-0.6273633241653442,0.8757936954498291,-0.0848039835691452,1.7233600616455078,3.0
ZFX,0.31965887546539307,-1.6016018390655518,-0.8588823676109314,0.48353075981140137,0.1258346289396286,1.5314617156982422,3.0
ZSCAN12,0.18491452932357788,-0.41782933473587036,-0.5442296266555786,-0.9693354368209839,-0.35768088698387146,2.104161024093628,1.0
ZXDB,1.4051915407180786,-0.008100994862616062,0.6201760172843933,-1.2894442081451416,0.5616222023963928,-1.2894442081451416,4.0
MIER2,-0.7023448348045349,-1.5743321180343628,-0.05552273243665695,-0.08629932254552841,1.4249924421310425,0.993507444858551,3.0
ZNF572,-0.3731765151023865,-0.48708733916282654,-0.3772778809070587,-0.5752530694007874,-0.4178227484226227,2.2306175231933594,1.0
ZNF562,-0.6932536959648132,-0.601083517074585,-0.344274640083313,2.206162929534912,-0.20840540528297424,-0.35914576053619385,0.0
POU6F2,-1.1349378824234009,-0.8605952262878418,-0.6740199327468872,1.634864330291748,0.910356879234314,0.12433190643787384,5.0
ZNF518A,-0.8697351813316345,-0.9416932463645935,0.14331305027008057,1.937177300453186,0.3886246085166931,-0.6576855778694153,0.0
ZNF740,0.16382721066474915,-0.1785607784986496,0.1840408742427826,-0.12858811020851135,1.695746660232544,-1.7364659309387207,4.0
KLF12,-0.7337020635604858,-1.0039973258972168,-0.018244251608848572,2.016369104385376,-0.5507376790046692,0.2903119623661041,5.0
HES2,1.0092185735702515,-0.6951550841331482,0.03662434220314026,-0.8754605054855347,1.6026792526245117,-1.0779070854187012,4.0
SP2,-0.43733733892440796,-0.8095616102218628,-0.7511534094810486,1.5815871953964233,-0.792011022567749,1.208476185798645,5.0
TRERF1,1.8407593965530396,-0.6029791235923767,-0.3872329890727997,0.7817547917366028,-0.5380091667175293,-1.0942927598953247,2.0
SOX9,2.2064616680145264,-0.583448588848114,-0.17207090556621552,-0.583448588848114,-0.28404510021209717,-0.583448588848114,2.0
ZNF678,-0.177759051322937,-0.9999349117279053,0.3190312385559082,1.7534281015396118,0.3868643045425415,-1.2816306352615356,0.0
ZNF587,-0.5115159153938293,-1.0862759351730347,-0.24684321880340576,2.1076040267944336,-0.029369840398430824,-0.23359909653663635,5.0
PBX4,-1.2174659967422485,-1.0909234285354614,-0.44624677300453186,0.3812227249145508,1.4753681421279907,0.8980449438095093,3.0
FOXN1,2.236067771911621,-0.4472135901451111,-0.4472135901451111,-0.4472135901451111,-0.4472135901451111,-0.4472135901451111,2.0
ZNF774,1.3539501428604126,0.2551863193511963,0.4417315423488617,-1.329707384109497,0.6085463166236877,-1.329707384109497,4.0
EGR3,2.0276193618774414,-0.26791146397590637,0.3484019339084625,-0.8916581869125366,-0.3247934877872467,-0.8916581869125366,2.0
VEZF1,0.5458077788352966,-0.17066913843154907,-0.09402113407850266,0.43151700496673584,1.2598499059677124,-1.9724847078323364,6.0
NFYB,0.5427038669586182,1.6993473768234253,-0.08983606100082397,0.06290320307016373,-0.6878637075424194,-1.5272548198699951,7.0
ZNF581,1.5986602306365967,1.0472898483276367,-0.26106274127960205,-1.0477533340454102,-0.28938037157058716,-1.0477533340454102,7.0
STAT3,-1.2430716753005981,-1.17044198513031,0.03143411502242088,0.22162437438964844,0.48821842670440674,1.6722368001937866,3.0
HIVEP1,0.23516035079956055,-1.7012261152267456,-0.3799288868904114,0.18832652270793915,1.6939308643341064,-0.03626260533928871,3.0
RFX2,-1.2458088397979736,-1.1152604818344116,0.7566782832145691,-0.48951488733291626,1.3629803657531738,0.7309256196022034,3.0
ZNF551,0.5578531622886658,-0.4972691237926483,-0.11668706685304642,1.8188258409500122,-0.34929782152175903,-1.4134252071380615,0.0
NR3C2,-0.7579463720321655,-0.6965489387512207,-0.4294988214969635,2.110745906829834,-0.4841254949569702,0.2573734223842621,5.0
ZNF766,0.4380204975605011,0.06688211858272552,-0.14802056550979614,0.8708924055099487,0.8472059369087219,-2.0749802589416504,6.0
ZNF280C,-0.5842964053153992,-0.7250327467918396,-0.5310648679733276,2.159635543823242,0.10106223076581955,-0.42030370235443115,0.0
TEF,1.8206806182861328,-0.3431655168533325,-0.2084423005580902,-0.9985041618347168,0.7279353737831116,-0.9985041618347168,2.0
TP63,2.213989019393921,-0.4335022568702698,-0.26820531487464905,-0.42819008231163025,-0.35844042897224426,-0.7256503105163574,2.0
ZNF781,0.05269058793783188,0.14649203419685364,-0.6006726622581482,2.042048454284668,-0.597480058670044,-1.0430783033370972,0.0
ARNTL2,0.5082510709762573,-1.8333755731582642,-0.6234419941902161,-0.023778347298502922,1.1379921436309814,0.8343521356582642,3.0
