,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DE_and_DA,cluster,ID
TSC22D3,0.439054,yes,yes,no,yes,EVT_2,EVT_2_TSC22D3
NFKB1,0.43951,yes,yes,no,yes,EVT_2,EVT_2_NFKB1
SP140,0.015726,no,yes,no,no,EVT_2,EVT_2_SP140
ZNF333,0.048729,no,yes,no,no,EVT_2,EVT_2_ZNF333
MLXIP,0.0824,yes,yes,no,yes,EVT_2,EVT_2_MLXIP
ELMSAN1,0.212014,no,yes,no,no,EVT_2,EVT_2_ELMSAN1
ZBTB7A,0.15665,yes,no,no,no,EVT_2,EVT_2_ZBTB7A
ZNF320,0.00579,no,yes,no,no,EVT_2,EVT_2_ZNF320
ZNF70,0.003902,no,yes,no,no,EVT_2,EVT_2_ZNF70
ZBTB47,0.003424,no,yes,no,no,EVT_2,EVT_2_ZBTB47
FOXJ1,0.00352,no,yes,no,no,EVT_2,EVT_2_FOXJ1
ZNF536,0.001538,no,yes,no,no,EVT_2,EVT_2_ZNF536
TBX4,0.000548,no,yes,no,no,EVT_2,EVT_2_TBX4
PROX2,0.000486,no,yes,no,no,EVT_2,EVT_2_PROX2
TCF12,1.024366,no,yes,no,no,EVT_2,EVT_2_TCF12
KLF2,0.112049,yes,no,no,no,EVT_2,EVT_2_KLF2
TCF7L2,2.437259,yes,no,no,no,EVT_2,EVT_2_TCF7L2
VENTX,0.001051,no,yes,no,no,EVT_2,EVT_2_VENTX
PRRX1,0.009391,no,yes,no,no,EVT_2,EVT_2_PRRX1
HEY2,0.000482,no,yes,no,no,EVT_2,EVT_2_HEY2
CEBPA,0.221479,yes,yes,no,yes,EVT_2,EVT_2_CEBPA
ASCL1,0.000547,no,yes,no,no,EVT_2,EVT_2_ASCL1
TEAD1,2.051134,yes,no,no,no,EVT_2,EVT_2_TEAD1
ZNF644,0.366456,no,yes,no,no,EVT_2,EVT_2_ZNF644
TP53,0.13412,no,yes,no,no,EVT_2,EVT_2_TP53
MYOG,0.000319,no,yes,no,no,EVT_2,EVT_2_MYOG
ZNF235,0.076416,no,yes,no,no,EVT_2,EVT_2_ZNF235
THAP1,0.037225,no,yes,no,no,EVT_2,EVT_2_THAP1
ZNF468,0.055221,yes,no,no,no,EVT_2,EVT_2_ZNF468
ZBTB32,0.002303,no,yes,no,no,EVT_2,EVT_2_ZBTB32
FOXA3,0.001212,no,yes,no,no,EVT_2,EVT_2_FOXA3
ETS2,0.767115,yes,no,no,no,EVT_2,EVT_2_ETS2
ZBTB34,0.04644,no,yes,no,no,EVT_2,EVT_2_ZBTB34
MAZ,0.246182,yes,yes,no,yes,EVT_2,EVT_2_MAZ
GRHL2,0.651124,no,yes,no,no,EVT_2,EVT_2_GRHL2
LMX1B,0.002317,no,yes,no,no,EVT_2,EVT_2_LMX1B
SP110,0.216638,no,yes,no,no,EVT_2,EVT_2_SP110
ZNF292,0.618769,no,yes,no,no,EVT_2,EVT_2_ZNF292
MEF2D,0.093436,yes,yes,no,yes,EVT_2,EVT_2_MEF2D
JUND,0.893921,yes,no,no,no,EVT_2,EVT_2_JUND
ZNF708,0.116972,no,yes,no,no,EVT_2,EVT_2_ZNF708
ZNF516,0.041322,yes,yes,no,yes,EVT_2,EVT_2_ZNF516
ZNF768,0.043598,yes,no,no,no,EVT_2,EVT_2_ZNF768
KDM5D,0.021182,yes,no,no,no,EVT_2,EVT_2_KDM5D
ZNF273,0.044958,no,yes,no,no,EVT_2,EVT_2_ZNF273
IRF6,0.070122,no,yes,no,no,EVT_2,EVT_2_IRF6
ATF7,0.057661,no,yes,no,no,EVT_2,EVT_2_ATF7
ZNF24,0.162727,yes,no,no,no,EVT_2,EVT_2_ZNF24
TFAP2E,0.003705,no,yes,no,no,EVT_2,EVT_2_TFAP2E
ZNF276,0.076888,no,yes,no,no,EVT_2,EVT_2_ZNF276
REL,0.370857,yes,yes,no,yes,EVT_2,EVT_2_REL
L3MBTL1,0.218874,no,yes,no,no,EVT_2,EVT_2_L3MBTL1
SOX4,1.172772,yes,yes,no,yes,EVT_2,EVT_2_SOX4
ZNF521,0.016152,no,yes,no,no,EVT_2,EVT_2_ZNF521
HIVEP2,0.111039,yes,yes,no,yes,EVT_2,EVT_2_HIVEP2
NR4A1,0.12302,yes,no,no,no,EVT_2,EVT_2_NR4A1
ZNF175,0.038637,no,yes,no,no,EVT_2,EVT_2_ZNF175
ZNF337,0.036335,no,yes,no,no,EVT_2,EVT_2_ZNF337
ZNF154,0.006269,no,yes,no,no,EVT_2,EVT_2_ZNF154
BHLHE40,0.234404,yes,no,no,no,EVT_2,EVT_2_BHLHE40
JDP2,0.061221,no,yes,no,no,EVT_2,EVT_2_JDP2
RARA,0.036118,no,yes,no,no,EVT_2,EVT_2_RARA
FOXK2,0.361767,no,yes,no,no,EVT_2,EVT_2_FOXK2
HOXB7,0.030074,no,yes,no,no,EVT_2,EVT_2_HOXB7
CEBPB,0.856005,yes,no,no,no,EVT_2,EVT_2_CEBPB
SPI1,0.010025,no,yes,no,no,EVT_2,EVT_2_SPI1
BARX2,0.010631,no,yes,no,no,EVT_2,EVT_2_BARX2
ZNF597,0.02472,yes,no,no,no,EVT_2,EVT_2_ZNF597
RELB,0.069738,yes,yes,no,yes,EVT_2,EVT_2_RELB
HIC1,0.018191,yes,no,no,no,EVT_2,EVT_2_HIC1
SALL2,0.000228,no,yes,no,no,EVT_2,EVT_2_SALL2
FEZF2,0.0,no,yes,no,no,EVT_2,EVT_2_FEZF2
ARID5B,0.613406,no,yes,no,no,EVT_2,EVT_2_ARID5B
ZGLP1,0.006235,no,yes,no,no,EVT_2,EVT_2_ZGLP1
ESR1,0.051141,no,yes,no,no,EVT_2,EVT_2_ESR1
HAND2,0.039951,yes,yes,no,yes,EVT_2,EVT_2_HAND2
GLIS1,0.003084,no,yes,no,no,EVT_2,EVT_2_GLIS1
FLI1,0.035532,yes,no,no,no,EVT_2,EVT_2_FLI1
TCF21,0.016377,no,yes,no,no,EVT_2,EVT_2_TCF21
FOXN1,not_enough_cells_expr_limma,no,yes,no,no,EVT_2,EVT_2_FOXN1
ZNF436,0.012999,yes,no,no,no,EVT_2,EVT_2_ZNF436
NFE2,0.000392,no,yes,no,no,EVT_2,EVT_2_NFE2
PBX3,0.09205,no,yes,no,no,EVT_2,EVT_2_PBX3
ZNF182,0.020969,yes,no,no,no,EVT_2,EVT_2_ZNF182
TP73,0.00754,no,yes,no,no,EVT_2,EVT_2_TP73
NFKBIA,0.384384,yes,no,no,no,EVT_2,EVT_2_NFKBIA
FOXD2,0.0,no,yes,no,no,EVT_2,EVT_2_FOXD2
SCX,0.023258,yes,yes,no,yes,EVT_2,EVT_2_SCX
NEUROD2,0.0,no,yes,no,no,EVT_2,EVT_2_NEUROD2
PURA,0.274117,yes,no,no,no,EVT_2,EVT_2_PURA
HES2,0.048023,yes,no,no,no,EVT_2,EVT_2_HES2
SMARCC1,0.87559,no,yes,no,no,EVT_2,EVT_2_SMARCC1
NFIB,0.066595,no,yes,no,no,EVT_2,EVT_2_NFIB
PBX4,0.139554,yes,yes,no,yes,EVT_2,EVT_2_PBX4
PRRX2,0.003311,no,yes,no,no,EVT_2,EVT_2_PRRX2
NR4A3,0.019663,yes,no,no,no,EVT_2,EVT_2_NR4A3
ZFHX4,0.005583,no,yes,no,no,EVT_2,EVT_2_ZFHX4
ZBTB8B,0.002022,no,yes,no,no,EVT_2,EVT_2_ZBTB8B
GRHL1,0.815072,yes,yes,no,yes,EVT_2,EVT_2_GRHL1
MAFK,0.237107,yes,yes,no,yes,EVT_2,EVT_2_MAFK
TBX6,0.003895,no,yes,no,no,EVT_2,EVT_2_TBX6
ZNF85,0.049747,no,yes,no,no,EVT_2,EVT_2_ZNF85
ZBTB7C,0.025307,no,yes,no,no,EVT_2,EVT_2_ZBTB7C
ZNF384,0.113586,yes,yes,no,yes,EVT_2,EVT_2_ZNF384
ZEB1,0.116437,yes,no,no,no,EVT_2,EVT_2_ZEB1
ZBTB33,0.045886,yes,no,no,no,EVT_2,EVT_2_ZBTB33
SMAD4,0.204403,no,yes,no,no,EVT_2,EVT_2_SMAD4
CXXC1,0.137831,no,yes,no,no,EVT_2,EVT_2_CXXC1
ZNF791,0.176908,yes,yes,no,yes,EVT_2,EVT_2_ZNF791
RFX1,0.194558,yes,no,no,no,EVT_2,EVT_2_RFX1
BNC2,0.124676,no,yes,no,no,EVT_2,EVT_2_BNC2
ZNF551,0.015548,yes,no,no,no,EVT_2,EVT_2_ZNF551
RXRB,0.077021,no,yes,no,no,EVT_2,EVT_2_RXRB
GATAD2A,0.649464,no,yes,no,no,EVT_2,EVT_2_GATAD2A
ZNF792,0.002637,no,yes,no,no,EVT_2,EVT_2_ZNF792
ZNF92,0.046735,no,yes,no,no,EVT_2,EVT_2_ZNF92
CASZ1,0.011087,no,yes,no,no,EVT_2,EVT_2_CASZ1
DMAP1,0.077211,no,yes,no,no,EVT_2,EVT_2_DMAP1
ZNF444,0.03627,no,yes,no,no,EVT_2,EVT_2_ZNF444
MAFB,0.013423,no,yes,no,no,EVT_2,EVT_2_MAFB
ZNF664,0.037793,yes,no,no,no,EVT_2,EVT_2_ZNF664
ARNT2,0.019199,yes,yes,no,yes,EVT_2,EVT_2_ARNT2
MEF2A,0.213993,yes,yes,no,yes,EVT_2,EVT_2_MEF2A
ZBTB21,0.073047,yes,yes,no,yes,EVT_2,EVT_2_ZBTB21
PLAGL2,0.021398,no,yes,no,no,EVT_2,EVT_2_PLAGL2
EGR3,0.009255,no,yes,no,no,EVT_2,EVT_2_EGR3
ZNF773,0.011353,yes,no,no,no,EVT_2,EVT_2_ZNF773
KDM5C,0.199834,yes,yes,no,yes,EVT_2,EVT_2_KDM5C
GCM2,0.0,no,yes,no,no,EVT_2,EVT_2_GCM2
ZNF710,0.087512,no,yes,no,no,EVT_2,EVT_2_ZNF710
PAX6,0.002757,no,yes,no,no,EVT_2,EVT_2_PAX6
NKX2-1,not_enough_cells_expr_limma,no,yes,no,no,EVT_2,EVT_2_NKX2-1
BCL11A,0.008555,yes,no,no,no,EVT_2,EVT_2_BCL11A
HEYL,0.000747,no,yes,no,no,EVT_2,EVT_2_HEYL
ZIC1,0.000819,no,yes,no,no,EVT_2,EVT_2_ZIC1
ZNF316,0.063712,yes,yes,no,yes,EVT_2,EVT_2_ZNF316
KDM2A,0.518741,yes,yes,no,yes,EVT_2,EVT_2_KDM2A
ZNF282,0.054839,no,yes,no,no,EVT_2,EVT_2_ZNF282
HOXA5,0.002933,yes,no,no,no,EVT_2,EVT_2_HOXA5
MXD4,0.241568,yes,yes,no,yes,EVT_2,EVT_2_MXD4
OSR2,0.308044,no,yes,no,no,EVT_2,EVT_2_OSR2
LYL1,0.004525,no,yes,no,no,EVT_2,EVT_2_LYL1
TAF1,0.258776,no,yes,no,no,EVT_2,EVT_2_TAF1
FOSB,1.212461,yes,no,no,no,EVT_2,EVT_2_FOSB
ZNF528,0.055892,no,yes,no,no,EVT_2,EVT_2_ZNF528
CLOCK,0.180459,no,yes,no,no,EVT_2,EVT_2_CLOCK
ZNF687,0.0375,yes,yes,no,yes,EVT_2,EVT_2_ZNF687
ZNF469,0.0,no,yes,no,no,EVT_2,EVT_2_ZNF469
CREB1,0.22689,no,yes,no,no,EVT_2,EVT_2_CREB1
RORB,0.077863,yes,no,no,no,EVT_2,EVT_2_RORB
NR2F6,0.356726,yes,no,no,no,EVT_2,EVT_2_NR2F6
ZNF331,0.218072,no,yes,no,no,EVT_2,EVT_2_ZNF331
CTCFL,0.000202,no,yes,no,no,EVT_2,EVT_2_CTCFL
ZNF506,0.047195,yes,yes,no,yes,EVT_2,EVT_2_ZNF506
ZNF618,0.006184,no,yes,no,no,EVT_2,EVT_2_ZNF618
SIX1,0.0,no,yes,no,no,EVT_2,EVT_2_SIX1
SFPQ,0.80204,yes,no,no,no,EVT_2,EVT_2_SFPQ
HES4,0.195316,yes,no,no,no,EVT_2,EVT_2_HES4
ZBTB18,0.022269,yes,no,no,no,EVT_2,EVT_2_ZBTB18
KLF1,0.000765,no,yes,no,no,EVT_2,EVT_2_KLF1
TBX5,0.001411,no,yes,no,no,EVT_2,EVT_2_TBX5
CREB3L3,0.000504,no,yes,no,no,EVT_2,EVT_2_CREB3L3
ZXDC,0.104834,no,yes,no,no,EVT_2,EVT_2_ZXDC
UBTF,0.165694,no,yes,no,no,EVT_2,EVT_2_UBTF
SRF,0.146807,yes,no,no,no,EVT_2,EVT_2_SRF
HOXC4,0.000628,no,yes,no,no,EVT_2,EVT_2_HOXC4
TLX1,not_enough_cells_expr_limma,no,yes,no,no,EVT_2,EVT_2_TLX1
TCF15,0.000904,no,yes,no,no,EVT_2,EVT_2_TCF15
ZSCAN4,0.0053,no,yes,no,no,EVT_2,EVT_2_ZSCAN4
SP1,0.175246,no,yes,no,no,EVT_2,EVT_2_SP1
ZNF577,0.055399,no,yes,no,no,EVT_2,EVT_2_ZNF577
