"Regulon"	"Size"	"NES"	"p.value"	"FDR"
"ZFP69B_E"	"ZFP69B_E"	392	7.98215370455094	1.43801801853934e-15	1.50776343289838e-14
"ZNF808_E"	"ZNF808_E"	187	-7.98130956163221	1.44788835072552e-15	1.50776343289838e-14
"ZNF347_E"	"ZNF347_E"	154	-7.92926891280765	2.20439742843027e-15	2.27842570028054e-14
"ZNF518A_E"	"ZNF518A_E"	412	-7.89217498717845	2.96964936219146e-15	3.04664027158161e-14
"ZSCAN25_E"	"ZSCAN25_E"	374	-7.89052602682405	3.00915449362223e-15	3.06446983357852e-14
"ZNF133_E"	"ZNF133_E"	450	-7.87642558922334	3.36879393811478e-15	3.40567854327662e-14
"ZNF423_E"	"ZNF423_E"	941	7.87452094172132	3.42050913291668e-15	3.43290228194899e-14
"ZNF623_E"	"ZNF623_E"	379	-7.83772080136606	4.58797730256785e-15	4.57147378709098e-14
"ZNF700_E"	"ZNF700_E"	499	-7.82964093637445	4.89265254479905e-15	4.84023126753334e-14
"HMG20B_E"	"HMG20B_E"	808	7.82100277103916	5.24041911163927e-15	5.12821057554714e-14
"ZBED6_E"	"ZBED6_E"	283	7.82058588914944	5.25780434460429e-15	5.12821057554714e-14
"KDM5C_E"	"KDM5C_E"	340	-7.81496406277854	5.49787133446764e-15	5.32486139736901e-14
"TSC22D2_E"	"TSC22D2_E"	290	-7.81224073543267	5.61801242368589e-15	5.40343556028122e-14
"ADNP2_E"	"ADNP2_E"	271	-7.80151567771676	6.11680060485066e-15	5.84259919842632e-14
"ZNF836_E"	"ZNF836_E"	114	-7.78542643489948	6.9478461776316e-15	6.59093627124641e-14
"ZNF280D_E"	"ZNF280D_E"	635	-7.77622097447668	7.47231361062356e-15	7.04024105490723e-14
"ZNF546_E"	"ZNF546_E"	303	-7.7455217753002	9.51901373648449e-15	8.9079959628588e-14
"ZNF493_E"	"ZNF493_E"	172	-7.74449725747896	9.59607675435974e-15	8.919843157576e-14
"KAT6A_E"	"KAT6A_E"	526	-7.74094866492148	9.86777379042572e-15	9.11124446649308e-14
"ZBTB26_E"	"ZBTB26_E"	195	-7.70584587370388	1.29979427135723e-14	1.19219540783428e-13
"ZNF236_E"	"ZNF236_E"	355	-7.67325935230784	1.67679965795401e-14	1.51887477933165e-13
"ELMSAN1_E"	"ELMSAN1_E"	197	-7.67317596583481	1.67789055045302e-14	1.51887477933165e-13
"BNC2_E"	"BNC2_E"	614	7.65609192348044	1.91676549668473e-14	1.72384429409633e-13
"ZNF841_E"	"ZNF841_E"	432	-7.64430104171525	2.10083373380488e-14	1.87719659439984e-13
"ZNF776_E"	"ZNF776_E"	208	-7.63081789562104	2.3326899305276e-14	2.07100997037226e-13
"GRHL1_E"	"GRHL1_E"	551	-7.60821162367941	2.77914526751793e-14	2.45166636656836e-13
"FIZ1_E"	"FIZ1_E"	721	-7.59953641617565	2.97193445611032e-14	2.60514507703341e-13
"MYCL_E"	"MYCL_E"	376	-7.54702366484732	4.45317695106629e-14	3.87902520580302e-13
"ZNF250_E"	"ZNF250_E"	562	-7.54223809034354	4.61973299494338e-14	3.99895637374786e-13
"ZNF587_E"	"ZNF587_E"	287	-7.52084658883983	5.44226786308446e-14	4.67834879864187e-13
"ZBTB21_E"	"ZBTB21_E"	380	-7.52013077161342	5.47214805328508e-14	4.67834879864187e-13
"ZNF266_E"	"ZNF266_E"	107	-7.49723110650609	6.51800014990212e-14	5.53830074086776e-13
"ZNF175_D"	"ZNF175_D"	459	-7.49419774382984	6.67050944309033e-14	5.63332657236592e-13
"ZNF136_E"	"ZNF136_E"	559	-7.47366232822101	7.79931226597196e-14	6.54669544749768e-13
"ZNF253_E"	"ZNF253_E"	157	-7.41665908553972	1.20111588584651e-13	1.00213584451651e-12
"ZBTB41_E"	"ZBTB41_E"	529	-7.33720358506539	2.18102726767671e-13	1.80881602738458e-12
"ZNF514_E"	"ZNF514_E"	143	-7.33250743269569	2.25885939043822e-13	1.86221443795056e-12
"PPP1R13L_E"	"PPP1R13L_E"	603	-7.31287870718125	2.6147903045684e-13	2.14289027918771e-12
"HEYL_E"	"HEYL_E"	364	7.27414381197422	3.48624438565908e-13	2.84026380831637e-12
"KAT6B_E"	"KAT6B_E"	470	-7.25275552553642	4.08376814370007e-13	3.30761337954655e-12
"ZNF417_E"	"ZNF417_E"	120	-7.24008624687264	4.4839950131222e-13	3.61065877510130e-12
"BARX2_E"	"BARX2_E"	415	-7.2340223541769	4.68894542279165e-13	3.75386671131008e-12
"NRL_E"	"NRL_E"	718	7.23094021521829	4.7966149089352e-13	3.81799520050302e-12
"ZNF575_E"	"ZNF575_E"	497	7.2144076381491	5.41692591630396e-13	4.28710993947485e-12
"ZNF614_E"	"ZNF614_E"	190	-7.19350898729679	6.31469941716974e-13	4.94371118883077e-12
"ZNF681_E"	"ZNF681_E"	172	-7.19343862941224	6.31795581532886e-13	4.94371118883077e-12
