"Regulon"	"Size"	"NES"	"p.value"	"FDR"
"THAP6_E"	"THAP6_E"	489	6.15445158810438	7.53377322837565e-10	9.66136659379656e-09
"TBX19_E"	"TBX19_E"	734	6.1519408550138	7.65404238070875e-10	9.72554926356112e-09
"HSF4_E"	"HSF4_E"	976	6.13310110411479	8.61823373200628e-10	1.08511397443897e-08
"ZNF101_E"	"ZNF101_E"	351	6.11197579470393	9.84051123475603e-10	1.22784757298532e-08
"PURA_E"	"PURA_E"	438	6.09969170839337	1.06273232909046e-09	1.31418238909847e-08
"ARID4A_E"	"ARID4A_E"	537	6.09322273868275	1.10659918574093e-09	1.35631847101875e-08
"MXD4_E"	"MXD4_E"	599	6.08855809101868	1.13932114839402e-09	1.38417525484712e-08
"ZNF26_E"	"ZNF26_E"	513	6.06502083555969	1.31936547229847e-09	1.58897493837685e-08
"ZNF280C_E"	"ZNF280C_E"	353	6.06324390610831	1.33403122947535e-09	1.59278728691668e-08
"MLX_E"	"MLX_E"	1349	6.02485420457712	1.69262132386328e-09	2.00365857568431e-08
"ZNF267_E"	"ZNF267_E"	673	6.00939534265323	1.86216527084805e-09	2.17574890907955e-08
"ZBTB38_E"	"ZBTB38_E"	545	6.00876522324603	1.86941603018387e-09	2.17574890907955e-08
"TFEB_E"	"TFEB_E"	785	6.00313462190057	1.93544012998097e-09	2.23382048335303e-08
"RFX7_E"	"RFX7_E"	409	5.98731257087655	2.1333656002092e-09	2.44191021180971e-08
"ZNF440_E"	"ZNF440_E"	408	5.95074941955795	2.66917472324532e-09	3.03016966532358e-08
"HMG20A_E"	"HMG20A_E"	539	5.93457462839743	2.94608304553774e-09	3.31733741306486e-08
"ZNFX1_E"	"ZNFX1_E"	641	5.92699811646308	3.08522513678476e-09	3.44599743100556e-08
"ZFP28_E"	"ZFP28_E"	630	5.92426912029467	3.13689382829285e-09	3.47567836174848e-08
"ZNF513_E"	"ZNF513_E"	779	5.90211063604979	3.58880355651138e-09	3.94483565537164e-08
"NFXL1_E"	"NFXL1_E"	465	5.89403793916378	3.76870581385813e-09	4.08475032911739e-08
"ZNF444_E"	"ZNF444_E"	548	5.8937590129506	3.77507611644062e-09	4.08475032911739e-08
"L3MBTL1_E"	"L3MBTL1_E"	671	5.86480682631512	4.49655881631489e-09	4.82770074464816e-08
"ZNF785_E"	"ZNF785_E"	476	5.84603391711635	5.03431441150667e-09	5.36348112302825e-08
"ZNF354B_E"	"ZNF354B_E"	387	5.778812852937	7.522954962038e-09	7.95365849039895e-08
"ZFP90_E"	"ZFP90_E"	516	5.7346527142711	9.77123497715896e-09	1.02340562687055e-07
"ZNF692_E"	"ZNF692_E"	722	5.73367684114603	9.82764970207819e-09	1.02340562687055e-07
"ZKSCAN8_E"	"ZKSCAN8_E"	406	5.72593200224373	1.02867420365542e-08	1.06321923288265e-07
"ZNF202_E"	"ZNF202_E"	596	-5.71713523045112	1.08334901225987e-08	1.11143583850365e-07
"ZGLP1_E"	"ZGLP1_E"	558	5.71388723362583	1.10424187142778e-08	1.12454043524079e-07
"ZNF45_E"	"ZNF45_E"	288	5.6469300038571	1.63338293088117e-08	1.65126668559885e-07
"ELF4_E"	"ELF4_E"	982	5.64341411584358	1.66710706160247e-08	1.67314730457929e-07
"KDM5C_E"	"KDM5C_E"	341	5.62766444856394	1.82665988031468e-08	1.82008916132074e-07
"ZNF778_E"	"ZNF778_E"	438	5.62610645324383	1.84322621321373e-08	1.8234773609293e-07
"ZNF445_E"	"ZNF445_E"	426	5.61632804665789	1.95058175553516e-08	1.9159969726356e-07
"PRDM2_E"	"PRDM2_E"	335	5.60550784646326	2.07645214961732e-08	2.01265848187185e-07
"TADA2A_E"	"TADA2A_E"	330	5.6046177435856	2.08715069404349e-08	2.01265848187185e-07
"ZBTB5_E"	"ZBTB5_E"	292	5.60416743263443	2.09258354793896e-08	2.01265848187185e-07
"ZNF841_E"	"ZNF841_E"	430	5.59656281413487	2.1864312762797e-08	2.08841883975682e-07
