,VCT_CCC,EVT_1,EVT_2,eEVT,iEVT,GC,Cluster
LRP5,2.175334935180296,-0.6884258114124296,-0.6071980864804616,-0.29009368904238075,-0.5840487548874156,-0.005568593357608097,0
JAG1,-0.41723023358782246,-0.48986994812566886,-0.45846103830063095,2.235383353196427,-0.41869633518256827,-0.45112579799973657,1
SELL,1.9664515252941266,0.2909540638815517,0.15630008163078304,-0.9214678921443668,-0.570769886517728,-0.9214678921443668,0
NRP1,1.8268827863165602,-0.7622244788735408,-0.46135849719855976,-0.9612311491990401,-0.4845999723530678,0.8425313113076486,0
ADORA3,-0.020005811397112973,0.08370685034967817,-0.722535623559909,-0.722535623559909,2.1039058317271615,-0.722535623559909,2
CHRM5,-0.9046530984051504,-0.38904762634779816,-0.38979763700865205,2.0750165302375563,0.3022196699670003,-0.6937378384429564,1
FPR3,0.022296502302490254,-0.1785727720684815,1.1757701656876243,-1.1803394003199779,1.3411849047183235,-1.1803394003199779,2
CDH1,1.5508168982445654,-1.5024990717798807,-0.8374331934357145,0.7971473334756167,-0.022630580233057796,0.014598613728468135,0
CXCL9,1.5837181970054832,-0.4464512718115262,0.05947666267643664,-1.083455988459716,0.970168389049038,-1.083455988459716,2
WNT5A,-0.045659675100016214,-0.9579883266254701,0.33631276668340815,0.8031015991323655,1.4005988321019034,-1.5363651961921896,7
PTGES,0.30089228994376044,0.550898501301533,-0.2339505945105578,-2.1041773624070017,0.6454948070596656,0.8408423586126007,5
EFNA4,-0.07711670739182717,2.043635028003045,0.16349163267176173,-0.7943200061902138,-0.3018522945280708,-1.0338376525646942,4
EFNA5,0.08828998608432158,-1.0430905113077233,-0.41702437928272007,-0.1440776731533553,-0.5763123736977022,2.092214951357178,5
UNC5D,-0.8233994507563133,-0.8192283114885083,-0.6337091392369326,1.4069596149317216,-0.5378974078701022,1.4072746944201342,6
LEPR,-0.8164564315501541,-1.2188921999444946,-0.3472426835417849,1.7390382656489425,0.8196665054838332,-0.17611345609634235,1
EPHB1,-0.4890260721930297,-0.5992447760646159,-0.288701167736198,1.7987154441420443,0.7876521530002596,-1.2093955811484614,1
JAG2,-0.9524636690128893,-0.9587597769458374,-0.09687736516700252,2.003988820428732,0.27429465792463337,-0.2701826672276363,1
ERBB4,-0.5155758169872446,-0.5081149609968509,-0.4586520376685634,2.2324420185909135,-0.35896703020387455,-0.3911321727343802,1
SEMA4B,-1.950035703233328,-0.5050858662661791,0.37250224764229595,1.1549918703348505,0.3237449312951279,0.6038825202272362,6
PGR,-0.6511361578911777,-0.6753786675089012,-0.37632412300268125,-0.08559302360139151,-0.40418589494124735,2.1926178669453997,5
EFNB1,-1.1894539407893872,-0.3077377983017144,0.04168945671154055,-1.0488942161897798,0.8968260699736362,1.6075704285957042,3
